"","Subject","Age","Gender","STAIT","Condition","EV","AltEV","Risk","AltRisk","Actual","Counterfactual","Satisfaction","ReactionTime","Trial","TrialTot"
"1010",11,20,"male",51,"double","low","high","low","low",40,40,-0.488090521620067,1.5917438460001,2,50
"1011",11,20,"male",51,"double","high","low","high","low",40,20,2.63568881674836,0.684224880000329,3,51
"1012",11,20,"male",51,"double","high","high","low","high",40,0,5.71065910295479,0.75148295299914,4,52
"1013",11,20,"male",51,"double","high","high","high","low",0,40,-7.49218950686803,0.535469705000651,5,53
"1014",11,20,"male",51,"double","high","high","low","high",0,0,-1.61069872134622,1.04458965200138,6,54
"1015",11,20,"male",51,"double","high","low","low","low",20,20,-0.463685995539064,0.607794415000171,7,55
"1016",11,20,"male",51,"double","high","low","low","high",40,0,4.41721922066161,0.446482271001514,8,56
"1017",11,20,"male",51,"double","low","high","low","high",20,0,2.1475982951283,0.507045151998682,9,57
"1018",11,20,"male",51,"double","low","high","high","low",40,40,2.07438471688529,0.567643547999978,10,58
"1019",11,20,"male",51,"double","low","high","low","low",20,20,0.805349360673111,0.529696535999392,11,59
"1020",11,20,"male",51,"double","high","low","high","low",0,20,-2.09878924296629,0.471472577999521,12,60
"1021",11,20,"male",51,"double","low","low","high","low",0,20,-3.44103817742147,0.469313663999856,13,61
"1022",11,20,"male",51,"double","high","low","high","high",40,0,4.56364637714763,0.454919803001758,14,62
"1023",11,20,"male",51,"double","high","low","high","high",0,0,-2.31842997769532,1.16247895100059,15,63
"1024",11,20,"male",51,"double","high","low","low","high",40,0,2.78211597323438,0.720126505000735,16,64
"1025",11,20,"male",51,"double","high","low","low","high",20,40,0.195236208648027,0.856541716999345,17,65
"1026",11,20,"male",51,"double","low","low","low","high",0,0,-2.1720028212093,0.824404979999599,18,66
"1027",11,20,"male",51,"double","low","low","low","high",20,40,-0.244045260810034,0.619018451001466,19,67
"1028",11,20,"male",51,"double","high","low","low","low",20,20,-0.244045260810034,0.568154581000272,20,68
"1029",11,20,"male",51,"double","low","high","high","high",40,40,1.22022630405017,0.53676016999998,21,69
"1030",11,20,"male",51,"double","high","low","high","high",40,0,4.80769163795766,1.54279381100059,22,70
"1031",11,20,"male",51,"double","high","high","high","low",40,20,2.58687976458636,0.405631461999292,23,71
"1032",11,20,"male",51,"double","high","low","high","low",40,0,4.83209616403867,0.566867035000541,24,72
"1033",11,20,"male",51,"single","high","low","low","low",20,0,0.610113152025084,0.726983033999204,1,73
"1034",11,20,"male",51,"single","low","low","low","high",20,40,0.610113152025084,0.318952079000155,2,74
"1035",11,20,"male",51,"single","high","high","low","high",20,40,0.610113152025084,0.0055298600000242,3,75
"1036",11,20,"male",51,"single","low","high","high","high",0,40,-4.90530974228168,0.238116174999959,4,76
"1037",11,20,"male",51,"single","high","low","low","low",40,20,4.83209616403867,0.259356718001072,5,77
"1038",11,20,"male",51,"single","high","high","low","high",20,40,0.658922204187091,0.625688116000674,6,78
"1039",11,20,"male",51,"single","low","high","low","low",20,20,0.658922204187091,0.509758975000295,7,79
"1040",11,20,"male",51,"single","high","low","low","high",20,40,0.927371991078128,0.173746938000477,8,80
"1041",11,20,"male",51,"single","low","high","low","high",20,40,0.927371991078128,0.469455040998582,9,81
"1042",11,20,"male",51,"single","low","high","high","high",0,40,-4.22198301201358,0.000126148999697762,10,82
"1043",11,20,"male",51,"single","high","low","low","low",20,40,0.658922204187091,0.207953097999052,11,83
"1044",11,20,"male",51,"single","low","high","low","high",20,0,0.634517678106088,0.202728008000122,12,84
"1045",11,20,"male",51,"single","high","high","high","low",40,20,2.73330692107238,0.256203742999787,13,85
"1046",11,20,"male",51,"single","high","high","low","high",40,0,2.73330692107238,0.43447262600057,14,86
"1047",11,20,"male",51,"single","low","high","high","high",40,0,2.73330692107238,0.318743690999327,15,87
"1048",11,20,"male",51,"single","low","low","high","low",40,20,2.56247523850535,0.475759767999989,16,88
"1049",11,20,"male",51,"single","low","high","high","low",0,20,-4.58805090322863,0.180411302999346,17,89
"1050",11,20,"male",51,"single","high","low","high","low",40,20,5.0761414248487,0.376828982000006,18,90
"1051",11,20,"male",51,"single","high","low","low","high",20,40,1.00058556932114,0.348004437999407,19,91
"1052",11,20,"male",51,"single","low","low","low","high",20,40,0.976181043240135,0.454843323999739,20,92
"1053",11,20,"male",51,"single","low","high","high","low",40,20,4.68566900755265,0.335680889998912,21,93
"1054",11,20,"male",51,"single","low","low","high","low",0,20,-3.78270154255552,0.501257599000382,22,94
"1055",11,20,"male",51,"single","low","high","low","high",40,40,4.68566900755265,0.368584153999109,23,95
"1056",11,20,"male",51,"single","low","high","high","high",40,40,4.68566900755265,0.372292959998958,24,96
"1057",12,20,"female",55,"single","high","low","low","high",40,40,5.93029983768382,4.05193345799989,1,1
"1058",12,20,"female",55,"single","high","high","low","high",20,40,0.512495047701071,1.19133600999976,2,2
"1059",12,20,"female",55,"single","high","low","high","low",40,0,5.58863647254977,1.26746918199979,3,3
"1060",12,20,"female",55,"single","low","high","high","low",0,40,-6.66243562011392,1.62143096399996,4,4
"1061",12,20,"female",55,"single","high","low","high","high",40,0,5.44220931606375,2.11207026500006,5,5
"1062",12,20,"female",55,"single","low","low","high","low",0,20,-6.24755867673686,1.23179753099976,6,6
"1063",12,20,"female",55,"single","high","low","high","high",40,40,5.66185005079278,0.889595473999634,7,7
"1064",12,20,"female",55,"single","high","low","low","low",20,20,1.17141725188816,0.850667295999756,8,8
"1065",12,20,"female",55,"single","high","low","low","low",20,20,0.414876943377057,2.01979000899973,9,9
"1066",12,20,"female",55,"single","low","high","high","high",40,0,5.44220931606375,0.933578031000252,10,10
"1067",12,20,"female",55,"single","high","low","high","low",40,20,6.02791794200783,0.551629829999911,11,11
"1068",12,20,"female",55,"single","low","low","high","low",40,0,6.58922204187091,0.634188797000206,12,12
"1069",12,20,"female",55,"single","low","high","low","high",20,0,3.51425175566448,1.0372390309999,13,13
"1070",12,20,"female",55,"single","low","low","low","high",20,0,2.73330692107238,1.42296271499981,14,14
"1071",12,20,"female",55,"single","high","low","high","high",0,0,-4.29519659025659,0.936955279999893,15,15
"1072",12,20,"female",55,"single","low","high","low","low",20,20,1.12260819972615,0.612503682999886,16,16
"1073",12,20,"female",55,"single","low","high","high","low",0,20,-4.05115132944656,1.26190453500021,17,17
"1074",12,20,"female",55,"single","high","high","low","high",40,0,3.85591512079853,0.984426262999932,18,18
"1075",12,20,"female",55,"single","high","high","low","high",20,40,4.63685995539064,0.211764483000024,19,19
"1076",12,20,"female",55,"single","low","low","low","high",20,0,2.22081187337131,1.34222286499971,20,20
"1077",12,20,"female",55,"single","high","low","high","low",40,20,5.51542289430676,1.02511492300027,21,21
"1078",12,20,"female",55,"single","low","high","low","low",40,0,5.56423194646877,0.714669955999852,22,22
"1079",12,20,"female",55,"single","low","high","high","low",40,20,4.73447805971465,1.67278315900012,23,23
"1080",12,20,"female",55,"single","high","high","low","high",20,0,4.22198301201358,2.51449196999965,24,24
"1081",12,20,"female",55,"double","high","low","low","low",20,20,4.22198301201358,1.55721838099998,1,25
"1082",12,20,"female",55,"double","high","low","low","high",20,40,4.22198301201358,1.0785296680001,2,26
"1083",12,20,"female",55,"double","high","low","low","high",40,0,4.88090521620067,2.56927715899974,3,27
"1084",12,20,"female",55,"double","high","low","high","high",40,40,4.83209616403867,1.85656896099999,4,28
"1085",12,20,"female",55,"double","high","high","high","low",40,40,5.00292784660569,1.0167427260003,5,29
"1086",12,20,"female",55,"double","low","high","low","high",0,40,-2.44045260810034,2.42702817699956,6,30
"1087",12,20,"female",55,"double","high","low","high","low",0,20,-3.78270154255552,2.49646103499981,7,31
"1088",12,20,"female",55,"double","high","low","low","low",20,20,-0.29285431297204,3.96009335700001,8,32
"1089",12,20,"female",55,"double","high","high","high","low",0,40,-3.41663365134047,1.00250089699966,9,33
"1090",12,20,"female",55,"double","high","low","low","high",20,40,-1.65950777350823,2.78715737399943,10,34
"1091",12,20,"female",55,"double","high","low","high","high",40,0,4.61245542930964,0.881515606999528,11,35
"1092",12,20,"female",55,"double","high","low","high","high",0,40,-0.585708625944081,1.4727319829999,12,36
"1093",12,20,"female",55,"double","low","high","high","low",40,20,2.1475982951283,2.75031010200018,13,37
"1094",12,20,"female",55,"double","high","high","low","high",40,0,4.66126448147164,1.75970929399955,14,38
"1095",12,20,"female",55,"double","low","high","high","high",40,40,3.48984722958348,2.77903056600007,15,39
"1096",12,20,"female",55,"double","low","low","high","low",40,0,4.95411879444368,2.16280329799974,16,40
"1097",12,20,"female",55,"double","low","low","low","high",20,40,0.927371991078128,2.80345125700023,17,41
"1098",12,20,"female",55,"double","low","low","low","high",20,0,0.927371991078128,2.53954788400006,18,42
"1099",12,20,"female",55,"double","low","high","low","high",20,40,-1.78153040391325,1.45755219700004,19,43
"1100",12,20,"female",55,"double","high","low","low","low",20,40,-1.24463083013117,1.16992429499987,20,44
"1101",12,20,"female",55,"double","low","low","low","high",0,40,-3.97793775120355,1.12945898100043,21,45
"1102",12,20,"female",55,"double","low","high","low","low",20,40,-2.36723902985733,3.08964137299972,22,46
"1103",12,20,"female",55,"double","high","high","low","high",20,40,2.1964073472903,3.80506240400064,23,47
"1104",12,20,"female",55,"double","high","low","high","low",0,20,-4.53924185106663,1.76975096100068,24,48
"1105",12,20,"female",55,"single","low","low","high","low",0,20,-3.31901554701646,1.47092742599943,1,49
"1106",12,20,"female",55,"single","low","high","low","low",20,20,0.122022630405017,0.825683390999984,2,50
"1107",12,20,"female",55,"single","high","low","high","low",0,40,-4.19757848593258,0.607626851000532,3,51
"1108",12,20,"female",55,"single","high","high","high","low",40,20,6.00351341592683,1.74722440799997,4,52
"1109",12,20,"female",55,"single","high","high","low","high",20,40,2.09878924296629,0.788095056000202,5,53
"1110",12,20,"female",55,"single","high","high","high","low",0,20,-3.6362743860695,1.50233419100005,6,54
"1111",12,20,"female",55,"single","high","low","low","low",20,20,3.05056576012542,3.72665454900016,7,55
"1112",12,20,"female",55,"single","high","low","low","high",20,0,2.26962092553331,3.08243810299973,8,56
"1113",12,20,"female",55,"single","high","low","high","low",40,20,6.27196320281787,2.21521965800002,9,57
"1114",12,20,"female",55,"single","low","high","high","low",40,20,6.76005372443793,1.59492489599961,10,58
"1115",12,20,"female",55,"single","high","low","low","low",40,20,6.95528993308596,1.22454593600014,11,59
"1116",12,20,"female",55,"single","low","high","low","high",20,0,4.78328711187666,1.62664029400003,12,60
"1117",12,20,"female",55,"single","low","low","high","low",40,20,6.61362656795191,1.83942154000033,13,61
"1118",12,20,"female",55,"single","low","high","high","high",0,0,-5.68625457687378,2.19198749000043,14,62
"1119",12,20,"female",55,"single","low","high","high","high",40,40,7.10171708957198,1.4260247709999,15,63
"1120",12,20,"female",55,"single","low","high","high","low",40,20,7.10171708957198,1.28830491200006,16,64
"1121",12,20,"female",55,"single","low","high","high","low",0,40,-4.3196011163376,0.878926864999812,17,65
"1122",12,20,"female",55,"single","low","low","low","high",0,0,-4.46602827282362,1.44036310199954,18,66
"1123",12,20,"female",55,"single","low","low","low","high",0,40,-7.12612161565298,1.31395328300005,19,67
"1124",12,20,"female",55,"single","high","low","low","low",20,20,-1.70831682567024,1.09158072099945,20,68
"1125",12,20,"female",55,"single","low","high","high","high",0,40,-6.66243562011392,0.913784221000242,21,69
"1126",12,20,"female",55,"single","high","low","high","high",40,0,5.7838726811978,0.579977212999438,22,70
"1127",12,20,"female",55,"single","high","high","low","high",20,40,3.90472417296054,3.26403850999941,23,71
"1128",12,20,"female",55,"single","low","high","low","high",0,40,-1.36665346053619,0.406824487999984,24,72
"1129",12,20,"female",55,"double","high","low","low","low",40,20,4.88090521620067,2.55357819999972,1,73
"1130",12,20,"female",55,"double","low","low","high","low",40,20,4.63685995539064,1.10724968000068,2,74
"1131",12,20,"female",55,"double","high","high","high","low",40,40,4.63685995539064,0.892262762999962,3,75
"1132",12,20,"female",55,"double","high","low","high","high",0,0,-1.97676661256127,2.3487971630002,4,76
"1133",12,20,"female",55,"double","low","high","low","low",20,20,-1.4154625126982,1.55579547100024,5,77
"1134",12,20,"female",55,"double","high","high","low","high",0,0,-3.41663365134047,0.762220677000187,6,78
"1135",12,20,"female",55,"double","high","low","low","low",40,0,5.53982742038776,1.33473260599931,7,79
"1136",12,20,"female",55,"double","high","low","low","high",20,0,5.53982742038776,0.74358272399968,8,80
"1137",12,20,"female",55,"double","high","low","high","low",0,20,-2.34283450377632,1.01723276499979,9,81
"1138",12,20,"female",55,"double","high","low","high","high",40,0,2.26962092553331,1.23045073000048,10,82
"1139",12,20,"female",55,"double","high","low","low","low",40,40,3.09937481228743,0.760038774999884,11,83
"1140",12,20,"female",55,"double","high","low","high","low",0,20,-0.268449786891037,1.2006347509996,12,84
"1141",12,20,"female",55,"double","high","high","low","high",20,0,-0.439281469458061,0.882741573999738,13,85
"1142",12,20,"female",55,"double","high","high","low","high",20,0,3.17258839053044,0.752164802000152,14,86
"1143",12,20,"female",55,"double","low","high","high","high",40,40,5.53982742038776,0.836758225999802,15,87
"1144",12,20,"female",55,"double","low","low","low","high",0,40,-5.36899573782074,0.790297227999872,16,88
"1145",12,20,"female",55,"double","low","high","high","low",40,20,3.36782459917846,0.562594953000371,17,89
"1146",12,20,"female",55,"double","low","high","low","high",20,0,4.22198301201358,2.14168491200053,18,90
"1147",12,20,"female",55,"double","high","low","low","high",20,40,4.44162374674261,1.56447914300043,19,91
"1148",12,20,"female",55,"double","low","low","low","high",40,40,5.19816405525372,1.18763992599997,20,92
"1149",12,20,"female",55,"double","low","high","high","low",20,20,5.19816405525372,0.704578266999306,21,93
"1150",12,20,"female",55,"double","low","low","low","high",20,40,4.88090521620067,0.925898827999845,22,94
"1151",12,20,"female",55,"double","low","high","low","high",20,0,4.88090521620067,1.04574308500014,23,95
"1152",12,20,"female",55,"double","low","high","high","high",0,0,0.170831682567024,2.50059027899988,24,96
"1153",13,19,"female",31,"single","high","low","low","high",20,0,-1.14701272580716,1.99646659700011,1,1
"1154",13,19,"female",31,"single","high","high","low","high",20,40,-1.51308061702221,2.92049484499967,2,2
"1155",13,19,"female",31,"single","high","low","high","low",40,20,5.93029983768382,2.52450530199985,3,3
"1156",13,19,"female",31,"single","high","low","low","high",40,40,6.14994057241285,1.9782448750002,4,4
"1157",13,19,"female",31,"single","high","low","high","high",40,40,5.95470436376482,1.37295357900075,5,5
"1158",13,19,"female",31,"single","low","low","high","low",40,20,6.14994057241285,1.80470093700023,6,6
"1159",13,19,"female",31,"single","high","low","high","high",40,40,6.07672699416984,1.48269233999963,7,7
"1160",13,19,"female",31,"single","high","low","low","low",20,20,-0.561304099863077,1.74953424599971,8,8
"1161",13,19,"female",31,"single","low","high","low","low",20,20,-0.29285431297204,0.939019147999716,9,9
"1162",13,19,"female",31,"single","low","high","high","high",20,0,-0.122022630405017,0.676955301999442,10,10
"1163",13,19,"female",31,"single","high","low","high","low",0,0,-7.10171708957198,0.727204271999653,11,11
"1164",13,19,"female",31,"single","low","low","high","low",0,20,-7.248144246058,0.612219805000677,12,12
"1165",13,19,"female",31,"single","high","low","high","low",0,20,-7.248144246058,0.65416701399954,13,13
"1166",13,19,"female",31,"single","low","low","low","high",20,40,0.268449786891037,0.829109036000773,14,14
"1167",13,19,"female",31,"single","high","low","high","high",40,40,6.41839035930388,1.09727262999968,15,15
"1168",13,19,"female",31,"single","high","low","low","low",20,0,0.805349360673111,0.448876016999748,16,16
"1169",13,19,"female",31,"single","low","high","high","low",40,20,6.22315415065586,0.769524663999618,17,17
"1170",13,19,"female",31,"single","high","high","low","high",40,40,6.22315415065586,0.660886775999643,18,18
"1171",13,19,"female",31,"single","high","high","low","high",20,40,1.00058556932114,0.31329672999982,19,19
"1172",13,19,"female",31,"single","low","low","low","high",20,40,1.00058556932114,1.1436076129994,20,20
"1173",13,19,"female",31,"single","low","high","low","high",20,40,1.00058556932114,1.64783785000054,21,21
"1174",13,19,"female",31,"single","high","low","low","low",20,20,0.902967464997124,0.405901901000107,22,22
"1175",13,19,"female",31,"single","high","low","low","high",20,40,0.902967464997124,0.463190667000163,23,23
"1176",13,19,"female",31,"single","high","high","low","high",40,40,6.12553604633184,0.634617400000025,24,24
"1177",13,19,"female",31,"double","high","low","low","low",20,20,1.78153040391325,1.54283412400036,1,25
"1178",13,19,"female",31,"double","low","high","high","low",20,40,-0.854158412835118,0.865086847000384,2,26
"1179",13,19,"female",31,"double","high","low","low","high",20,40,-0.854158412835118,0.570877285999813,3,27
"1180",13,19,"female",31,"double","high","low","high","high",40,40,6.68684014619492,1.24735473400051,4,28
"1181",13,19,"female",31,"double","high","high","high","low",0,20,-6.93088540700496,1.25745007800015,5,29
"1182",13,19,"female",31,"double","high","low","high","low",0,20,-7.12612161565298,1.58127457400042,6,30
"1183",13,19,"female",31,"double","low","high","low","high",20,40,-1.65950777350823,0.366142937999939,7,31
"1184",13,19,"female",31,"double","low","high","low","low",20,20,0.14642715648602,1.39415286799976,8,32
"1185",13,19,"female",31,"double","high","high","low","high",20,40,-0.14642715648602,0.805692941999951,9,33
"1186",13,19,"female",31,"double","low","high","high","low",40,20,6.32077225497987,0.768617353999616,10,34
"1187",13,19,"female",31,"double","low","high","high","high",0,40,-7.05290803740997,0.348794803000601,11,35
"1188",13,19,"female",31,"double","high","low","high","high",0,40,-7.05290803740997,0.303528356000243,12,36
"1189",13,19,"female",31,"double","low","high","high","low",40,20,5.93029983768382,0.297950023999874,13,37
"1190",13,19,"female",31,"double","high","high","low","high",20,40,0.244045260810034,0.517633651999859,14,38
"1191",13,19,"female",31,"double","low","high","high","high",0,0,-7.07731256349098,0.38941792300011,15,39
"1192",13,19,"female",31,"double","low","low","low","high",0,40,-7.15052614173399,2.10438817999966,16,40
"1193",13,19,"female",31,"double","low","low","low","high",20,40,-0.927371991078128,0.634281638000175,17,41
"1194",13,19,"female",31,"double","low","low","low","high",20,40,-0.610113152025084,0.63222526500067,18,42
"1195",13,19,"female",31,"double","high","low","high","low",40,20,7.00409898524797,0.364287716000035,19,43
"1196",13,19,"female",31,"double","high","low","low","low",20,40,-0.244045260810034,0.467548796999836,20,44
"1197",13,19,"female",31,"double","low","low","high","low",40,20,6.32077225497987,0.445607466999718,21,45
"1198",13,19,"female",31,"double","high","low","low","low",20,20,5.1005459509297,0.763783280999633,22,46
"1199",13,19,"female",31,"double","high","high","low","high",20,0,5.66185005079278,0.474237791000633,23,47
"1200",13,19,"female",31,"double","low","high","low","high",40,0,5.66185005079278,0.609081397000409,24,48
"1201",13,19,"female",31,"single","low","low","high","low",0,20,-6.68684014619492,1.15772811399984,1,49
"1202",13,19,"female",31,"single","low","high","low","low",20,40,0.0732135782430101,0.789515309999842,2,50
"1203",13,19,"female",31,"single","low","high","low","high",20,40,-0.195236208648027,0.794153085999824,3,51
"1204",13,19,"female",31,"single","high","high","low","high",20,0,-0.195236208648027,0.522292241000287,4,52
"1205",13,19,"female",31,"single","high","high","high","low",0,20,-6.78445825051894,0.31205407699963,5,53
"1206",13,19,"female",31,"single","high","high","low","high",20,0,-0.390472417296054,0.468860174000838,6,54
"1207",13,19,"female",31,"single","low","high","low","low",20,40,-0.390472417296054,0.698552512999413,7,55
"1208",13,19,"female",31,"single","low","high","high","low",40,40,6.22315415065586,0.626020039999275,8,56
"1209",13,19,"female",31,"single","low","high","low","high",0,40,-7.49218950686803,0.340184716000294,9,57
"1210",13,19,"female",31,"single","high","low","low","high",20,40,-0.268449786891037,0.364917343999878,10,58
"1211",13,19,"female",31,"single","high","low","low","low",20,20,-0.268449786891037,0.992700768999384,11,59
"1212",13,19,"female",31,"single","high","low","high","low",40,0,6.5648175157899,2.26208797500021,12,60
"1213",13,19,"female",31,"single","low","low","low","high",20,0,-0.170831682567024,0.905975458000285,13,61
"1214",13,19,"female",31,"single","high","low","high","high",40,40,6.68684014619492,0.458842013000321,14,62
"1215",13,19,"female",31,"single","high","low","high","high",40,40,6.68684014619492,0.468307462999292,15,63
"1216",13,19,"female",31,"single","high","low","low","high",40,0,6.68684014619492,0.439910477000012,16,64
"1217",13,19,"female",31,"single","low","high","high","low",0,20,-7.00409898524797,0.412100475000443,17,65
"1218",13,19,"female",31,"single","low","low","low","high",20,40,-0.268449786891037,0.36279759900026,18,66
"1219",13,19,"female",31,"single","low","low","high","low",40,20,6.66243562011392,0.391641881999931,19,67
"1220",13,19,"female",31,"single","high","low","low","low",20,0,0.488090521620067,0.42391075499927,20,68
"1221",13,19,"female",31,"single","high","low","high","high",40,40,6.36958130714188,0.777852870000061,21,69
"1222",13,19,"female",31,"single","high","low","high","high",40,40,6.36958130714188,0.579864143000123,22,70
"1223",13,19,"female",31,"single","high","high","high","low",0,20,-6.71124467227593,0.419701614999212,23,71
"1224",13,19,"female",31,"single","high","low","high","low",40,20,6.5160084636279,0.683103602999836,24,72
"1225",13,19,"female",31,"double","high","low","low","low",40,20,6.5160084636279,0.729387217000294,1,73
"1226",13,19,"female",31,"double","low","low","high","low",40,40,6.5160084636279,0.630769851999503,2,74
"1227",13,19,"female",31,"double","high","high","high","low",40,20,6.5160084636279,0.782967508000183,3,75
"1228",13,19,"female",31,"double","high","low","high","high",40,0,6.5160084636279,1.10843215600016,4,76
"1229",13,19,"female",31,"double","high","low","low","low",20,20,0.268449786891037,0.560039050999876,5,77
"1230",13,19,"female",31,"double","high","high","low","high",20,40,-2.29402545161432,1.18763522300014,6,78
"1231",13,19,"female",31,"double","low","high","low","low",20,20,-0.0244045260810034,0.419077690999984,7,79
"1232",13,19,"female",31,"double","low","high","high","low",0,20,-7.34576235038201,0.611887051999474,8,80
"1233",13,19,"female",31,"double","low","high","low","high",20,40,-2.56247523850535,0.416904953999619,9,81
"1234",13,19,"female",31,"double","low","high","high","high",0,40,-7.37016687646302,0.812606518999928,10,82
"1235",13,19,"female",31,"double","high","low","low","low",0,0,-7.07731256349098,0.334164408000106,11,83
"1236",13,19,"female",31,"double","high","low","high","low",0,20,-7.07731256349098,0.346423512000001,12,84
"1237",13,19,"female",31,"double","high","high","low","high",20,40,-3.39222912525947,0.372880121999515,13,85
"1238",13,19,"female",31,"double","high","high","low","high",40,40,6.73564919835693,0.276733679999779,14,86
"1239",13,19,"female",31,"double","low","high","high","high",40,40,6.73564919835693,0.537830231000044,15,87
"1240",13,19,"female",31,"double","low","low","low","high",0,40,-7.12612161565298,0.675379290999444,16,88
"1241",13,19,"female",31,"double","high","low","low","high",20,40,-2.68449786891037,0.626147779000348,17,89
"1242",13,19,"female",31,"double","high","low","high","low",0,20,-7.17493066781499,3.40498851099983,18,90
"1243",13,19,"female",31,"double","high","low","low","high",20,0,0.0976181043240135,1.08034254099948,19,91
"1244",13,19,"female",31,"double","low","low","high","low",40,20,6.83326730268094,0.295484381000279,20,92
"1245",13,19,"female",31,"double","high","low","low","high",20,40,0.195236208648027,0.588900953999655,21,93
"1246",13,19,"female",31,"double","low","low","low","high",20,0,0.170831682567024,0.399037164999754,22,94
"1247",13,19,"female",31,"double","low","high","low","high",20,40,0.170831682567024,0.370278181000685,23,95
"1248",13,19,"female",31,"double","low","high","high","high",40,0,6.58922204187091,0.855410371999824,24,96
"1249",14,18,"female",31,"double","low","high","high","low",0,20,-6.76005372443793,7.78165936299956,1,1
"1250",14,18,"female",31,"double","high","high","high","low",0,20,-6.85767182876195,7.42302901899893,2,2
"1251",14,18,"female",31,"double","high","low","high","low",40,20,5.95470436376482,1.76458612699935,3,3
"1252",14,18,"female",31,"double","low","high","high","low",40,40,5.95470436376482,3.24063649599884,4,4
"1253",14,18,"female",31,"double","high","low","high","high",0,0,4.83209616403867,4.18352436200075,5,5
"1254",14,18,"female",31,"double","low","low","high","low",40,20,4.88090521620067,1.67619310900045,6,6
"1255",14,18,"female",31,"double","high","low","high","high",40,0,5.90589531160281,1.39867978499933,7,7
"1256",14,18,"female",31,"double","high","low","low","low",20,20,4.3196011163376,1.54272708400094,8,8
"1257",14,18,"female",31,"double","high","low","low","low",40,0,6.19874962457485,1.43922888099951,9,9
"1258",14,18,"female",31,"double","high","low","high","high",0,40,-5.34459121173974,3.08404696400066,10,10
"1259",14,18,"female",31,"double","high","low","high","low",40,20,5.1005459509297,1.74586357999942,11,11
"1260",14,18,"female",31,"double","low","low","low","high",20,0,4.17317395985158,9.73709395600054,12,12
"1261",14,18,"female",31,"double","low","high","low","high",20,40,2.44045260810034,1.21632259699982,13,13
"1262",14,18,"female",31,"double","low","low","high","low",0,20,-3.27020649485445,1.80363840100108,14,14
"1263",14,18,"female",31,"double","low","high","high","high",40,40,1.4642715648602,4.67493193900009,15,15
"1264",14,18,"female",31,"double","high","low","low","low",40,20,4.83209616403867,1.51260718399863,16,16
"1265",14,18,"female",31,"double","low","high","high","low",40,20,6.27196320281787,1.11907054699986,17,17
"1266",14,18,"female",31,"double","high","high","high","low",0,20,-4.3684101684996,1.83790855000007,18,18
"1267",14,18,"female",31,"double","high","high","high","low",0,20,-5.17375952917271,1.39770858200063,19,19
"1268",14,18,"female",31,"double","low","low","low","high",20,40,-2.39164355593833,2.31155792400023,20,20
"1269",14,18,"female",31,"double","high","low","high","low",0,20,-3.44103817742147,6.83300212700124,21,21
"1270",14,18,"female",31,"double","low","high","low","low",40,40,0.29285431297204,1.39038401499965,22,22
"1271",14,18,"female",31,"double","low","high","high","low",40,20,4.97852332052469,0.81695966100051,23,23
"1272",14,18,"female",31,"double","high","high","low","high",0,40,-5.39340026390174,1.78347520699936,24,24
"1273",14,18,"female",31,"single","high","low","low","low",20,20,0.878562938916121,2.16516896600115,1,25
"1274",14,18,"female",31,"single","high","low","low","high",20,0,0.878562938916121,0.472504000999834,2,26
"1275",14,18,"female",31,"single","low","high","high","low",40,20,0.878562938916121,1.57350459400004,3,27
"1276",14,18,"female",31,"single","high","low","high","high",0,40,-4.09996038160857,1.26793021599951,4,28
"1277",14,18,"female",31,"single","high","high","high","low",40,20,5.95470436376482,1.84747504600091,5,29
"1278",14,18,"female",31,"single","low","high","low","high",20,0,2.00117113864228,1.69936514999972,6,30
"1279",14,18,"female",31,"single","high","low","high","low",40,20,4.17317395985158,0.928760704999149,7,31
"1280",14,18,"female",31,"single","high","low","low","low",20,20,2.63568881674836,3.40507106299992,8,32
"1281",14,18,"female",31,"single","high","high","low","high",40,0,2.61128429066736,2.45376773200041,9,33
"1282",14,18,"female",31,"single","low","high","high","low",0,20,-4.53924185106663,4.70191330099988,10,34
"1283",14,18,"female",31,"single","high","low","high","high",40,40,5.93029983768382,1.02053474000058,11,35
"1284",14,18,"female",31,"single","low","high","high","high",40,0,5.93029983768382,3.02106618300058,12,36
"1285",14,18,"female",31,"single","low","high","high","low",40,20,5.93029983768382,5.51521175699963,13,37
"1286",14,18,"female",31,"single","high","high","high","low",40,20,5.93029983768382,0.922584119000021,14,38
"1287",14,18,"female",31,"single","high","low","high","high",0,40,-4.3684101684996,1.69025854499887,15,39
"1288",14,18,"female",31,"single","low","low","low","high",20,40,1.63510324742723,1.26017118300115,16,40
"1289",14,18,"female",31,"single","low","low","low","high",20,0,1.51308061702221,0.591592171998855,17,41
"1290",14,18,"female",31,"single","low","low","high","low",40,20,1.51308061702221,1.19198530199901,18,42
"1291",14,18,"female",31,"single","low","high","low","high",20,40,1.56188966918422,2.54165581400048,19,43
"1292",14,18,"female",31,"single","high","low","low","low",20,0,1.56188966918422,1.24110802399991,20,44
"1293",14,18,"female",31,"single","low","low","low","high",0,40,-3.22139744269244,1.62194262199955,21,45
"1294",14,18,"female",31,"single","low","high","low","low",20,20,-3.22139744269244,1.44752636999874,22,46
"1295",14,18,"female",31,"single","high","high","low","high",20,40,-0.439281469458061,1.32341302799978,23,47
"1296",14,18,"female",31,"single","low","high","low","high",20,0,-0.439281469458061,1.39145608699982,24,48
