"","Subject","Age","Gender","STAIT","Condition","EV","AltEV","Risk","AltRisk","Actual","Counterfactual","Satisfaction","ReactionTime","Trial","TrialTot"
"1940",21,18,"male",26,"double","low","low","low","high",0,40,-5.44220931606375,1.66361439399952,20,20
"1941",21,18,"male",26,"double","high","low","high","low",40,20,2.00117113864228,1.23514392099969,21,21
"1942",21,18,"male",26,"double","high","low","low","low",20,20,1.83033945607525,6.61297242699948,22,22
"1943",21,18,"male",26,"double","high","low","low","high",40,0,6.61362656795191,1.7765451489995,23,23
"1944",21,18,"male",26,"double","high","high","low","high",20,0,6.36958130714188,5.04490811400046,24,24
"1945",21,18,"male",26,"single","high","low","low","low",40,0,3.44103817742147,2.2791662640002,1,25
"1946",21,18,"male",26,"single","low","high","high","low",0,20,-5.61304099863077,4.19818975099952,2,26
"1947",21,18,"male",26,"single","high","low","low","high",20,40,2.22081187337131,2.92476455200085,3,27
"1948",21,18,"male",26,"single","low","high","high","high",40,40,4.17317395985158,1.08232638000027,4,28
"1949",21,18,"male",26,"single","high","high","low","high",40,0,4.02674680336556,2.14827388100002,5,29
"1950",21,18,"male",26,"single","low","high","low","high",0,40,-7.29695329822001,0.777544114999728,6,30
"1951",21,18,"male",26,"single","low","high","low","high",20,40,2.29402545161432,1.11513257800016,7,31
"1952",21,18,"male",26,"single","high","low","low","low",40,20,5.22256858133472,2.00666509800067,8,32
"1953",21,18,"male",26,"single","high","high","low","high",40,0,5.34459121173974,1.48777280899958,9,33
"1954",21,18,"male",26,"single","high","low","low","high",20,0,2.56247523850535,2.95367216799968,10,34
"1955",21,18,"male",26,"single","low","high","high","high",40,40,6.02791794200783,2.96384709100039,11,35
"1956",21,18,"male",26,"single","low","high","high","high",40,0,3.70948796431251,2.67739798699949,12,36
"1957",21,18,"male",26,"single","high","low","low","high",20,40,2.58687976458636,1.92305863199999,13,37
"1958",21,18,"male",26,"single","high","high","low","high",40,0,4.12436490768957,1.35537340399969,14,38
"1959",21,18,"male",26,"single","low","high","high","high",0,40,-7.34576235038201,2.31248651399983,15,39
"1960",21,18,"male",26,"single","low","low","high","low",40,20,6.34517678106088,3.11788917800004,16,40
"1961",21,18,"male",26,"single","low","low","low","high",20,40,3.73389249039351,1.263288268,17,41
"1962",21,18,"male",26,"single","low","low","low","high",20,40,3.90472417296054,1.45246279799994,18,42
"1963",21,18,"male",26,"single","high","low","high","low",40,20,6.27196320281787,2.62456125799963,19,43
"1964",21,18,"male",26,"single","low","high","low","low",20,20,4.09996038160857,1.3466724509999,20,44
"1965",21,18,"male",26,"single","low","low","high","low",0,20,-6.83326730268094,1.87097185200037,21,45
"1966",21,18,"male",26,"single","low","high","low","low",20,20,3.34342007309746,1.21383627199975,22,46
"1967",21,18,"male",26,"single","high","high","low","high",20,40,2.95294765580141,0.855042431999209,23,47
"1968",21,18,"male",26,"single","low","high","low","high",20,0,3.34342007309746,4.7387446949997,24,48
"1969",21,18,"male",26,"double","low","low","low","high",20,40,0.463685995539064,1.38242604599964,1,49
"1970",21,18,"male",26,"double","high","low","low","low",20,0,6.19874962457485,1.23910093599989,2,50
"1971",21,18,"male",26,"double","low","high","low","high",20,40,-0.0244045260810034,0.929025579999688,3,51
"1972",21,18,"male",26,"double","high","high","high","low",40,40,6.39398583322288,0.89242102299977,4,52
"1973",21,18,"male",26,"double","high","high","low","high",20,0,4.75888258579566,1.22739123799965,5,53
"1974",21,18,"male",26,"double","high","high","high","low",40,20,6.41839035930388,1.16798684500009,6,54
"1975",21,18,"male",26,"double","low","high","low","low",20,40,5.32018668565873,1.24069662900001,7,55
"1976",21,18,"male",26,"double","high","low","low","high",20,0,5.93029983768382,1.57638079300068,8,56
"1977",21,18,"male",26,"double","high","low","high","low",0,20,-4.88090521620067,1.09202778200051,9,57
"1978",21,18,"male",26,"double","high","low","low","high",40,40,1.61069872134622,1.96349418200043,10,58
"1979",21,18,"male",26,"double","high","low","low","low",20,0,4.02674680336556,3.07559956200021,11,59
"1980",21,18,"male",26,"double","low","high","low","high",20,0,4.17317395985158,0.739990674000182,12,60
"1981",21,18,"male",26,"double","low","low","low","high",20,0,4.17317395985158,1.63295968399962,13,61
"1982",21,18,"male",26,"double","high","low","high","high",40,40,6.34517678106088,2.8755114759997,14,62
"1983",21,18,"male",26,"double","low","high","high","high",0,40,-7.39457140254402,3.89604503600003,15,63
"1984",21,18,"male",26,"double","high","low","low","high",40,40,-0.14642715648602,2.47512847299913,16,64
"1985",21,18,"male",26,"double","high","low","low","high",40,0,6.02791794200783,1.24603060899972,17,65
"1986",21,18,"male",26,"double","low","low","low","high",20,0,4.75888258579566,1.86960170800012,18,66
"1987",21,18,"male",26,"double","low","low","low","high",20,40,2.02557566472328,2.45356840899967,19,67
"1988",21,18,"male",26,"double","high","low","low","low",20,20,-0.341663365134047,3.1685210200003,20,68
"1989",21,18,"male",26,"double","high","low","high","high",40,40,6.29636772889887,1.01117855600023,21,69
"1990",21,18,"male",26,"double","low","high","high","high",0,40,-7.37016687646302,0.852359268999862,22,70
"1991",21,18,"male",26,"double","high","high","low","high",40,0,6.00351341592683,1.11241119999977,23,71
"1992",21,18,"male",26,"double","low","high","low","high",20,40,0.0488090521620067,0.852683491999414,24,72
"1993",21,18,"male",26,"single","high","low","low","low",20,0,2.9041386036394,1.23347158999968,1,73
"1994",21,18,"male",26,"single","low","low","low","high",0,40,-6.80886277659994,0.374585256000501,2,74
"1995",21,18,"male",26,"single","high","high","high","low",40,40,6.63803109403292,1.01686824799981,3,75
"1996",21,18,"male",26,"single","low","high","high","high",0,0,-7.29695329822001,0.94389769999998,4,76
"1997",21,18,"male",26,"single","high","low","low","low",40,20,3.97793775120355,0.357614231999833,5,77
"1998",21,18,"male",26,"single","high","high","high","low",40,20,6.61362656795191,1.05325451099998,6,78
"1999",21,18,"male",26,"single","low","high","low","low",0,20,-7.29695329822001,0.831794607999655,7,79
"2000",21,18,"male",26,"single","high","low","low","high",20,40,4.14876943377057,1.15368795600079,8,80
"2001",21,18,"male",26,"single","low","high","low","high",20,40,3.17258839053044,1.05760245399961,9,81
"2002",21,18,"male",26,"single","high","low","high","high",40,40,6.39398583322288,0.781726319999507,10,82
"2003",21,18,"male",26,"single","low","high","low","low",20,20,4.07555585552756,1.12814494000031,11,83
"2004",21,18,"male",26,"single","low","high","low","high",0,0,-7.56540308511104,0.872917104000408,12,84
"2005",21,18,"male",26,"single","high","high","low","high",20,40,4.09996038160857,2.38645597399955,13,85
"2006",21,18,"male",26,"single","high","high","high","low",40,20,6.5404129897089,0.820776085999569,14,86
"2007",21,18,"male",26,"single","low","high","high","high",0,40,-7.00409898524797,1.18621101299959,15,87
"2008",21,18,"male",26,"single","low","low","low","high",20,0,3.75829701647452,1.08605444999921,16,88
"2009",21,18,"male",26,"single","high","low","low","high",40,40,4.19757848593258,0.778414174000318,17,89
"2010",21,18,"male",26,"single","low","high","low","high",20,0,3.24580196877345,1.0001809409996,18,90
"2011",21,18,"male",26,"single","high","low","low","high",20,40,3.70948796431251,0.630919731000176,19,91
"2012",21,18,"male",26,"single","low","low","low","high",20,0,3.70948796431251,0.924471618000098,20,92
"2013",21,18,"male",26,"single","high","low","low","high",40,20,3.02616123404442,1.25820106399988,21,93
"2014",21,18,"male",26,"single","low","low","high","low",20,20,-3.70948796431251,0.936126888000217,22,94
"2015",21,18,"male",26,"single","low","high","low","high",0,40,-7.02850351132897,1.56758182399972,23,95
"2016",21,18,"male",26,"single","low","high","high","high",0,40,-7.02850351132897,0.855326961999708,24,96
"2017",22,18,"female",31,"double","high","low","low","high",20,0,4.12436490768957,2.10674286500034,1,1
"2018",22,18,"female",31,"double","high","high","low","high",20,40,3.97793775120355,2.36663025000053,2,2
"2019",22,18,"female",31,"double","low","high","low","high",20,40,4.09996038160857,1.62783130400021,3,3
"2020",22,18,"female",31,"double","high","low","low","high",20,0,4.24638753809459,3.72431430599954,4,4
"2021",22,18,"female",31,"double","high","low","high","high",40,0,6.36958130714188,5.00354783600051,5,5
"2022",22,18,"female",31,"double","low","low","low","high",20,40,4.02674680336556,4.7244703919996,6,6
"2023",22,18,"female",31,"double","high","low","high","high",0,40,-5.1005459509297,4.98108644100012,7,7
"2024",22,18,"female",31,"double","high","low","low","low",20,20,3.95353322512255,3.72746346500026,8,8
"2025",22,18,"female",31,"double","high","low","low","low",20,20,4.14876943377057,4.15110999199987,9,9
"2026",22,18,"female",31,"double","high","low","high","high",40,0,6.12553604633184,4.93254360399987,10,10
"2027",22,18,"female",31,"double","low","high","low","high",40,0,6.24755867673686,4.66464201500003,11,11
"2028",22,18,"female",31,"double","low","low","low","high",20,0,6.27196320281787,4.09233196100013,12,12
"2029",22,18,"female",31,"double","low","high","low","high",20,40,4.09996038160857,2.59779635900031,13,13
"2030",22,18,"female",31,"double","low","low","low","high",20,0,6.29636772889887,3.84646617099952,14,14
"2031",22,18,"female",31,"double","high","low","high","high",40,0,6.41839035930388,3.43685460599954,15,15
"2032",22,18,"female",31,"double","high","low","low","low",20,20,4.14876943377057,4.09571320500072,16,16
"2033",22,18,"female",31,"double","high","low","low","high",20,40,4.02674680336556,2.98185120000016,17,17
"2034",22,18,"female",31,"double","high","high","low","high",20,40,4.02674680336556,6.33010997800011,18,18
"2035",22,18,"female",31,"double","high","high","low","high",20,0,6.46719941146589,3.33753132299989,19,19
"2036",22,18,"female",31,"double","low","low","low","high",20,0,6.49160393754689,4.90044828500049,20,20
"2037",22,18,"female",31,"double","low","high","low","high",20,40,3.90472417296054,2.1214068700001,21,21
"2038",22,18,"female",31,"double","high","low","low","low",20,20,4.05115132944656,2.10567675000038,22,22
"2039",22,18,"female",31,"double","high","low","low","high",40,0,6.39398583322288,1.76809272700029,23,23
"2040",22,18,"female",31,"double","high","high","low","high",20,40,3.97793775120355,1.40600900199934,24,24
"2041",22,18,"female",31,"single","high","low","low","low",20,20,4.09996038160857,3.46847145499942,1,25
"2042",22,18,"female",31,"single","high","low","low","high",20,0,4.27079206417559,2.93814954900063,2,26
"2043",22,18,"female",31,"single","high","low","low","high",20,0,4.27079206417559,1.65826144200037,3,27
"2044",22,18,"female",31,"single","high","low","high","high",0,40,-5.0761414248487,3.21940607200031,4,28
"2045",22,18,"female",31,"single","high","high","low","high",20,40,3.92912869904154,5.38155932900008,5,29
"2046",22,18,"female",31,"single","low","high","low","high",20,40,3.92912869904154,2.12633722200007,6,30
"2047",22,18,"female",31,"single","low","high","low","high",20,40,3.92912869904154,1.35189427400019,7,31
"2048",22,18,"female",31,"single","high","low","low","low",20,20,3.92912869904154,3.1911669860001,8,32
"2049",22,18,"female",31,"single","high","high","low","high",20,40,3.92912869904154,1.76688851500057,9,33
"2050",22,18,"female",31,"single","high","low","low","high",20,0,3.92912869904154,1.1070189510001,10,34
"2051",22,18,"female",31,"single","high","low","high","high",0,40,-5.17375952917271,2.50083626499963,11,35
"2052",22,18,"female",31,"single","high","low","high","high",40,40,6.5160084636279,8.21951686700049,12,36
"2053",22,18,"female",31,"single","high","low","low","high",20,40,4.24638753809459,1.69434570800058,13,37
"2054",22,18,"female",31,"single","high","high","low","high",20,40,4.14876943377057,1.20772225099972,14,38
"2055",22,18,"female",31,"single","high","low","high","high",40,40,6.49160393754689,2.59419135699954,15,39
"2056",22,18,"female",31,"single","low","low","low","high",20,40,4.27079206417559,1.26298287600002,16,40
"2057",22,18,"female",31,"single","low","low","low","high",20,40,4.07555585552756,2.17813356899933,17,41
"2058",22,18,"female",31,"single","low","low","low","high",20,40,4.07555585552756,1.43926359999932,18,42
"2059",22,18,"female",31,"single","low","high","low","high",20,40,4.07555585552756,3.20924833499976,19,43
"2060",22,18,"female",31,"single","high","low","low","low",20,20,4.07555585552756,1.71191202400041,20,44
"2061",22,18,"female",31,"single","low","low","low","high",20,40,4.07555585552756,2.21919274399988,21,45
"2062",22,18,"female",31,"single","high","low","low","low",40,0,6.07672699416984,0.955587815000399,22,46
"2063",22,18,"female",31,"single","high","high","low","high",20,0,4.05115132944656,1.59158971700072,23,47
"2064",22,18,"female",31,"single","low","high","low","high",40,40,6.44279488538489,1.96857315500074,24,48
"2065",22,18,"female",31,"double","low","low","low","high",20,40,3.92912869904154,1.13560755900016,1,49
"2066",22,18,"female",31,"double","high","low","low","low",20,20,3.92912869904154,4.07535167599963,2,50
"2067",22,18,"female",31,"double","low","high","low","high",40,0,6.29636772889887,1.06543176099967,3,51
"2068",22,18,"female",31,"double","high","high","low","high",20,0,6.10113152025084,2.08061058400017,4,52
"2069",22,18,"female",31,"double","high","high","low","high",20,40,4.22198301201358,1.63460989100076,5,53
"2070",22,18,"female",31,"double","high","high","low","high",40,0,6.46719941146589,1.39514721799969,6,54
"2071",22,18,"female",31,"double","high","low","low","low",20,20,3.88031964687953,1.32592483400003,7,55
"2072",22,18,"female",31,"double","high","low","low","high",20,40,1.73272135175124,1.28138339900033,8,56
"2073",22,18,"female",31,"double","low","high","low","high",20,40,2.07438471688529,1.92039011399993,9,57
"2074",22,18,"female",31,"double","high","low","low","high",20,0,4.09996038160857,1.71620279000035,10,58
"2075",22,18,"female",31,"double","high","low","low","low",20,20,4.09996038160857,1.07578896599989,11,59
"2076",22,18,"female",31,"double","low","high","low","high",0,40,-7.34576235038201,1.24965695599985,12,60
"2077",22,18,"female",31,"double","low","low","low","high",20,0,4.68566900755265,2.35003128999961,13,61
"2078",22,18,"female",31,"double","high","low","high","high",40,40,6.29636772889887,3.53059131000009,14,62
"2079",22,18,"female",31,"double","high","low","high","high",0,40,-5.0517368987677,3.02054703400063,15,63
"2080",22,18,"female",31,"double","high","low","low","high",20,40,4.02674680336556,8.60334370799956,16,64
"2081",22,18,"female",31,"double","high","low","low","high",20,0,6.10113152025084,1.49819165600002,17,65
"2082",22,18,"female",31,"double","low","low","low","high",20,0,6.41839035930388,1.19857197800047,18,66
"2083",22,18,"female",31,"double","low","low","low","high",20,40,1.95236208648027,1.23181199699957,19,67
"2084",22,18,"female",31,"double","high","low","low","low",20,20,4.17317395985158,1.79464605799967,20,68
"2085",22,18,"female",31,"double","high","low","high","high",40,40,6.27196320281787,3.26910784000029,21,69
"2086",22,18,"female",31,"double","low","high","high","high",0,40,-8.7124158109182,1.85281130700059,22,70
"2087",22,18,"female",31,"double","high","high","low","high",20,0,4.09996038160857,2.5515000940004,23,71
"2088",22,18,"female",31,"double","low","high","low","high",20,0,4.22198301201358,1.01431640800001,24,72
"2089",22,18,"female",31,"single","high","low","low","low",20,20,4.22198301201358,2.11513170099988,1,73
"2090",22,18,"female",31,"single","low","low","low","high",20,40,4.22198301201358,0.851544053999532,2,74
"2091",22,18,"female",31,"single","high","high","low","high",20,40,4.22198301201358,1.12186848000056,3,75
"2092",22,18,"female",31,"single","high","low","high","high",40,40,6.32077225497987,1.50042753899925,4,76
"2093",22,18,"female",31,"single","high","low","low","low",20,0,3.90472417296054,1.558238308,5,77
"2094",22,18,"female",31,"single","high","high","low","high",20,0,3.90472417296054,1.00562861500021,6,78
"2095",22,18,"female",31,"single","high","low","low","low",20,20,3.90472417296054,0.813118342000053,7,79
"2096",22,18,"female",31,"single","high","low","low","high",20,40,3.90472417296054,1.00287797500005,8,80
"2097",22,18,"female",31,"single","low","high","low","high",20,0,3.90472417296054,0.944592191000083,9,81
"2098",22,18,"female",31,"single","high","low","high","high",0,0,-7.17493066781499,1.27970732899939,10,82
"2099",22,18,"female",31,"single","high","low","low","low",20,40,4.22198301201358,1.31567811800051,11,83
"2100",22,18,"female",31,"single","low","high","low","high",40,40,6.19874962457485,0.744916192000346,12,84
"2101",22,18,"female",31,"single","high","high","low","high",20,0,3.83151059471753,0.714710987000217,13,85
"2102",22,18,"female",31,"single","high","high","low","high",20,40,3.83151059471753,0.67208423000011,14,86
"2103",22,18,"female",31,"single","high","low","high","high",40,40,6.22315415065586,1.24991109799976,15,87
"2104",22,18,"female",31,"single","low","low","low","high",20,0,3.90472417296054,1.32387838900013,16,88
"2105",22,18,"female",31,"single","high","low","low","high",40,40,7.02850351132897,3.35542946299938,17,89
"2106",22,18,"female",31,"single","low","high","low","high",20,0,4.27079206417559,1.11261588200068,18,90
"2107",22,18,"female",31,"single","high","low","low","high",20,40,4.27079206417559,0.935715607999555,19,91
"2108",22,18,"female",31,"single","low","low","low","high",40,40,6.32077225497987,1.47857685199961,20,92
"2109",22,18,"female",31,"single","high","low","low","high",20,0,4.09996038160857,1.03982567500043,21,93
"2110",22,18,"female",31,"single","low","low","low","high",20,0,4.09996038160857,0.899262207999527,22,94
"2111",22,18,"female",31,"single","low","high","low","high",20,0,4.09996038160857,1.04334111099979,23,95
"2112",22,18,"female",31,"single","high","low","high","high",0,40,-7.29695329822001,1.66188574300031,24,96
"2113",23,18,"female",65,"single","high","low","low","high",40,0,2.46485713418134,1.63983817099995,1,1
"2114",23,18,"female",65,"single","high","high","low","high",0,0,-6.85767182876195,1.23255495900003,2,2
"2115",23,18,"female",65,"single","low","high","low","high",40,0,2.24521639945231,1.79366263600002,3,3
"2116",23,18,"female",65,"single","high","low","low","high",20,0,2.31842997769532,2.20897011400007,4,4
"2117",23,18,"female",65,"single","low","high","high","high",40,0,5.39340026390174,1.70409838700004,5,5
"2118",23,18,"female",65,"single","low","low","low","high",0,40,-5.71065910295479,2.00614297900006,6,6
"2119",23,18,"female",65,"single","low","high","high","high",0,0,-7.15052614173399,1.71143125499998,7,7
"2120",23,18,"female",65,"single","high","low","low","low",20,0,2.07438471688529,4.03699265599994,8,8
"2121",23,18,"female",65,"single","low","high","low","low",20,0,2.48926166026234,3.062768097,9,9
"2122",23,18,"female",65,"single","high","low","high","high",0,40,-7.49218950686803,1.52709746000005,10,10
"2123",23,18,"female",65,"single","low","high","low","high",20,40,2.04998019080428,1.70195368000009,11,11
"2124",23,18,"female",65,"single","low","low","low","high",0,40,-5.90589531160281,1.11081256099999,12,12
"2125",23,18,"female",65,"single","low","high","low","high",20,40,2.1475982951283,1.60968656300008,13,13
"2126",23,18,"female",65,"single","low","low","low","high",20,0,5.71065910295479,1.69361694600002,14,14
"2127",23,18,"female",65,"single","high","low","high","high",40,40,2.53807071242435,1.67781486899992,15,15
"2128",23,18,"female",65,"single","high","low","low","low",20,40,2.73330692107238,1.95482307999998,16,16
"2129",23,18,"female",65,"single","high","low","low","high",20,40,5.12495047701071,1.29374652199999,17,17
"2130",23,18,"female",65,"single","high","high","low","high",20,0,2.78211597323438,1.73283414299999,18,18
"2131",23,18,"female",65,"single","high","high","low","high",20,40,4.58805090322863,1.136030011,19,19
"2132",23,18,"female",65,"single","low","low","low","high",20,40,4.58805090322863,1.13143687100001,20,20
"2133",23,18,"female",65,"single","low","high","low","high",20,40,4.58805090322863,1.13337419499999,21,21
"2134",23,18,"female",65,"single","low","high","low","low",20,20,5.51542289430676,1.59566467000002,22,22
"2135",23,18,"female",65,"single","high","low","low","high",20,40,5.73506362903579,1.87093938300006,23,23
"2136",23,18,"female",65,"single","high","high","low","high",20,40,6.14994057241285,0.871652706999953,24,24
"2137",23,18,"female",65,"double","high","low","low","low",40,0,2.29402545161432,1.56243068599997,1,25
"2138",23,18,"female",65,"double","high","low","low","high",20,40,4.17317395985158,2.14967919499998,2,26
"2139",23,18,"female",65,"double","high","low","low","high",20,0,4.3196011163376,1.46105888400007,3,27
"2140",23,18,"female",65,"double","low","high","high","high",40,0,5.34459121173974,3.42994837599997,4,28
"2141",23,18,"female",65,"double","high","high","low","high",20,40,5.88149078552181,1.15062007500001,5,29
"2142",23,18,"female",65,"double","low","high","low","high",40,40,3.75829701647452,1.69847085399999,6,30
"2143",23,18,"female",65,"double","low","high","low","high",20,0,3.95353322512255,5.98827840900003,7,31
"2144",23,18,"female",65,"double","high","low","low","low",20,20,3.34342007309746,3.72935499499999,8,32
"2145",23,18,"female",65,"double","high","high","low","high",40,40,2.07438471688529,2.06410731300002,9,33
"2146",23,18,"female",65,"double","high","low","low","high",40,0,4.41721922066161,1.41821155599996,10,34
"2147",23,18,"female",65,"double","high","low","high","high",40,0,6.19874962457485,1.95252187999995,11,35
"2148",23,18,"female",65,"double","low","high","high","high",40,0,4.49043279890462,2.88133616099992,12,36
"2149",23,18,"female",65,"double","high","low","low","high",40,40,2.1475982951283,2.94133571999998,13,37
"2150",23,18,"female",65,"double","high","high","low","high",20,40,3.83151059471753,1.17773648100001,14,38
"2151",23,18,"female",65,"double","low","high","high","high",40,40,4.66126448147164,2.49962465400006,15,39
"2152",23,18,"female",65,"double","low","low","low","high",20,0,5.8082772072788,2.5602576629999,16,40
"2153",23,18,"female",65,"double","low","low","low","high",20,40,5.0517368987677,2.62288117600008,17,41
"2154",23,18,"female",65,"double","low","low","low","high",20,40,5.0517368987677,1.29256326500001,18,42
"2155",23,18,"female",65,"double","low","high","low","high",20,40,5.0517368987677,1.1351053489999,19,43
"2156",23,18,"female",65,"double","high","low","low","low",20,20,3.46544270350248,1.54970133900008,20,44
"2157",23,18,"female",65,"double","low","low","low","high",20,40,4.19757848593258,0.914566973999968,21,45
"2158",23,18,"female",65,"double","high","low","low","low",20,20,2.39164355593833,3.48847369999999,22,46
"2159",23,18,"female",65,"double","high","high","low","high",20,40,1.22022630405017,0.923892644000034,23,47
"2160",23,18,"female",65,"double","low","high","low","high",20,40,1.65950777350823,1.11685652799997,24,48
"2161",23,18,"female",65,"single","low","low","low","high",20,0,1.65950777350823,1.22591536600009,1,49
"2162",23,18,"female",65,"single","high","low","low","low",20,20,2.95294765580141,1.27628404300003,2,50
"2163",23,18,"female",65,"single","low","high","low","high",20,0,2.66009334282937,0.968809902999965,3,51
"2164",23,18,"female",65,"single","high","high","high","low",40,40,7.19933519389599,0.978186961000006,4,52
"2165",23,18,"female",65,"single","high","high","low","high",20,40,3.75829701647452,1.011062659,5,53
"2166",23,18,"female",65,"single","high","high","low","high",20,40,3.75829701647452,1.11089853800001,6,54
"2167",23,18,"female",65,"single","high","low","low","low",20,20,3.75829701647452,0.643263304000016,7,55
"2168",23,18,"female",65,"single","high","low","low","high",40,0,4.3440056424186,1.61969643199996,8,56
"2169",23,18,"female",65,"single","low","high","low","high",20,40,3.92912869904154,2.09993009599998,9,57
"2170",23,18,"female",65,"single","high","low","low","high",40,40,4.3196011163376,0.796580250000034,10,58
"2171",23,18,"female",65,"single","high","low","low","low",40,20,4.07555585552756,1.18979745500008,11,59
"2172",23,18,"female",65,"single","low","high","low","high",20,40,5.02733237268669,1.170797698,12,60
"2173",23,18,"female",65,"single","low","low","low","high",20,40,5.02733237268669,1.20267022500002,13,61
"2174",23,18,"female",65,"single","low","high","high","high",40,40,6.44279488538489,0.864282731999992,14,62
"2175",23,18,"female",65,"single","high","low","high","high",0,40,-6.5404129897089,3.99690922100001,15,63
"2176",23,18,"female",65,"single","high","low","low","high",20,0,3.58746533390749,1.169662055,16,64
"2177",23,18,"female",65,"single","high","low","low","high",40,0,4.09996038160857,0.656548509000004,17,65
"2178",23,18,"female",65,"single","low","low","low","high",20,40,4.12436490768957,0.957795849000036,18,66
"2179",23,18,"female",65,"single","low","low","low","high",20,0,5.29578215957773,0.925625721000074,19,67
"2180",23,18,"female",65,"single","high","low","low","low",20,20,5.29578215957773,0.87982945400006,20,68
"2181",23,18,"female",65,"single","low","high","high","high",40,40,6.5404129897089,4.69338241100002,21,69
"2182",23,18,"female",65,"single","high","low","high","high",0,40,-6.46719941146589,1.84312569400004,22,70
"2183",23,18,"female",65,"single","high","high","low","high",20,40,2.66009334282937,0.831668906000004,23,71
"2184",23,18,"female",65,"single","low","high","low","high",20,40,3.92912869904154,1.20280598700015,24,72
"2185",23,18,"female",65,"double","high","low","low","low",20,20,3.70948796431251,0.913234242000044,1,73
"2186",23,18,"female",65,"double","low","low","low","high",20,0,4.58805090322863,1.18125421299987,2,74
"2187",23,18,"female",65,"double","high","high","low","high",20,0,4.58805090322863,0.906599905000121,3,75
"2188",23,18,"female",65,"double","high","low","high","high",40,0,7.32135782430101,2.30635897399998,4,76
"2189",23,18,"female",65,"double","high","low","low","low",20,40,2.00117113864228,1.34312974299996,5,77
"2190",23,18,"female",65,"double","high","high","low","high",20,0,4.00234227728455,0.861541539999962,6,78
"2191",23,18,"female",65,"double","high","low","low","low",40,20,5.19816405525372,1.0160222479999,7,79
"2192",23,18,"female",65,"double","high","low","low","high",20,40,4.46602827282362,0.961304153000128,8,80
"2193",23,18,"female",65,"double","low","high","low","high",20,40,2.00117113864228,2.24111143599998,9,81
"2194",23,18,"female",65,"double","low","high","high","high",0,0,-0.536899573782074,1.7271913200002,10,82
"2195",23,18,"female",65,"double","high","low","low","low",20,20,2.02557566472328,2.32030247399985,11,83
"2196",23,18,"female",65,"double","low","high","low","high",20,0,4.51483732498562,2.56472673100006,12,84
"2197",23,18,"female",65,"double","high","high","low","high",0,40,-7.61421213727305,0.844639246000042,13,85
"2198",23,18,"female",65,"double","high","high","low","high",20,0,4.27079206417559,0.899583430000121,14,86
"2199",23,18,"female",65,"double","low","high","high","high",40,0,7.41897592862502,1.9828510939999,15,87
"2200",23,18,"female",65,"double","low","low","low","high",20,40,2.97735218188241,1.19293112900004,16,88
"2201",23,18,"female",65,"double","high","low","low","high",40,0,4.17317395985158,0.973669630999893,17,89
"2202",23,18,"female",65,"double","low","high","low","high",20,0,4.3196011163376,0.850387326999908,18,90
"2203",23,18,"female",65,"double","high","low","low","high",20,0,5.58863647254977,1.1969108830001,19,91
"2204",23,18,"female",65,"double","low","low","low","high",20,0,4.49043279890462,1.22620023699983,20,92
"2205",23,18,"female",65,"double","high","low","low","high",20,40,2.02557566472328,0.834979415000134,21,93
"2206",23,18,"female",65,"double","low","low","low","high",20,40,2.95294765580141,1.21747735099984,22,94
"2207",23,18,"female",65,"double","low","high","low","high",40,40,-0.390472417296054,1.07292280000001,23,95
"2208",23,18,"female",65,"double","low","high","high","high",0,40,-7.12612161565298,1.95016397400013,24,96
"2209",24,19,"male",49,"double","low","high","high","low",0,20,-7.61421213727305,10.5427200239997,1,1
"2210",24,19,"male",49,"double","high","high","low","high",20,40,6.58922204187091,2.85949317599989,2,2
"2211",24,19,"male",49,"double","high","low","high","low",0,20,-7.46778498078703,4.6228698230002,3,3
"2212",24,19,"male",49,"double","low","high","high","low",40,20,6.76005372443793,7.19529868400014,4,4
"2213",24,19,"male",49,"double","high","low","high","high",40,0,6.76005372443793,5.71959393099996,5,5
"2214",24,19,"male",49,"double","low","low","low","high",20,0,7.9558755024071,8.54811956999993,6,6
"2215",24,19,"male",49,"double","high","low","high","high",40,0,5.85708625944081,2.70467808600006,7,7
"2216",24,19,"male",49,"double","high","low","low","low",20,20,2.24521639945231,7.646780218,8,8
"2217",24,19,"male",49,"double","high","low","low","low",20,20,2.24521639945231,7.5153916459999,9,9
"2218",24,19,"male",49,"double","high","low","high","high",40,40,6.80886277659994,0.000137373999677948,10,10
"2219",24,19,"male",49,"double","high","low","high","low",0,20,-7.272548772139,5.89011865400016,11,11
"2220",24,19,"male",49,"double","low","low","low","high",20,40,7.85825739808308,5.33731604200011,12,12
"2221",24,19,"male",49,"double","low","high","low","high",0,0,-7.56540308511104,5.25249289300018,13,13
"2222",24,19,"male",49,"double","low","low","low","high",20,0,0.0488090521620067,1.31241726300004,14,14
"2223",24,19,"male",49,"double","low","high","high","high",40,0,3.73389249039351,1.24142853600006,15,15
"2224",24,19,"male",49,"double","low","high","low","low",20,20,8.0046845545691,3.90540101799979,16,16
"2225",24,19,"male",49,"double","high","low","low","high",40,40,2.70890239499137,6.28861459400014,17,17
"2226",24,19,"male",49,"double","high","high","low","high",20,0,7.76063929375907,2.72318274400004,18,18
"2227",24,19,"male",49,"double","high","high","low","high",40,40,5.24697310741572,2.77452707600014,19,19
"2228",24,19,"male",49,"double","low","low","low","high",20,40,6.66243562011392,2.67396630300027,20,20
