YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,MICROSECOND,body_x,body_y,tail_x,tail_y,head_x,head_y,FRAME_PATH
2020,12,7,1,9,45,679830,0,322,39,221,39,382,000005368_000395333_c.png
2020,12,7,1,9,45,703018,0,321,0,38,34,382,000005369_000395399_c.png
2020,12,7,1,9,45,725298,0,325,0,36,32,382,000005370_000395466_c.png
2020,12,7,1,9,45,747294,0,336,0,38,34,382,000005371_000395533_c.png
2020,12,7,1,9,45,767408,0,335,18,218,39,382,000005372_000395599_c.png
2020,12,7,1,9,45,790250,0,316,0,36,39,382,000005373_000395666_c.png
2020,12,7,1,9,45,812222,0,321,0,36,38,382,000005374_000395733_c.png
2020,12,7,1,9,45,834023,0,337,0,36,39,382,000005375_000395799_c.png
2020,12,7,1,9,45,855791,0,334,0,38,38,382,000005376_000395866_c.png
2020,12,7,1,9,45,875751,0,317,17,218,33,382,000005377_000396333_c.png
2020,12,7,1,9,45,897573,0,321,0,36,35,382,000005378_000396733_c.png
2020,12,7,1,9,45,919748,0,329,0,36,35,382,000005379_000397000_c.png
2020,12,7,1,9,45,941403,0,319,0,36,35,382,000005380_000397066_c.png
2020,12,7,1,9,45,963280,0,336,0,36,39,382,000005381_000397133_c.png
2020,12,7,1,9,45,985444,0,323,0,36,38,382,000005382_000397199_c.png
2020,12,7,1,9,46,5411,0,312,17,218,35,382,000005383_000397266_c.png
2020,12,7,1,9,46,28734,0,328,0,36,38,382,000005384_000397399_c.png
2020,12,7,1,9,46,50971,0,325,0,36,36,382,000005385_000397466_c.png
2020,12,7,1,9,46,72905,0,316,0,38,39,382,000005386_000397533_c.png
2020,12,7,1,9,46,94659,0,322,0,36,39,382,000005387_000397599_c.png
2020,12,7,1,9,46,120539,0,328,0,36,34,382,000005388_000397666_c.png
2020,12,7,1,9,46,154255,0,327,0,38,38,382,000005389_000397733_c.png
2020,12,7,1,9,46,178565,0,327,0,36,39,382,000005390_000397799_c.png
2020,12,7,1,9,46,200490,0,325,0,36,36,382,000005391_000397866_c.png
2020,12,7,1,9,46,220511,0,318,17,218,39,381,000005392_000397933_c.png
2020,12,7,1,9,46,242700,0,321,0,38,39,382,000005393_000397999_c.png
2020,12,7,1,9,46,264740,0,315,0,36,38,382,000005394_000398066_c.png
2020,12,7,1,9,46,286638,0,316,0,36,34,382,000005395_000398133_c.png
2020,12,7,1,9,46,306884,0,335,18,218,38,382,000005396_000398199_c.png
2020,12,7,1,9,46,328803,0,335,0,36,34,382,000005397_000398266_c.png
2020,12,7,1,9,46,351569,0,330,0,36,39,382,000005398_000398333_c.png
2020,12,7,1,9,46,377033,0,324,34,217,38,382,000005399_000398399_c.png
2020,12,7,1,9,46,400853,0,321,0,36,35,381,000005400_000398466_c.png
2020,12,7,1,9,46,423887,0,315,0,36,37,382,000005401_000398533_c.png
2020,12,7,1,9,46,446336,0,322,0,38,37,382,000005402_000398599_c.png
2020,12,7,1,9,46,468410,0,337,0,36,36,382,000005403_000398666_c.png
2020,12,7,1,9,46,490240,0,336,0,36,39,382,000005404_000398733_c.png
2020,12,7,1,9,46,512184,0,325,0,36,39,382,000005405_000398933_c.png
2020,12,7,1,9,46,533906,0,321,0,36,34,382,000005406_000398999_c.png
2020,12,7,1,9,46,555756,0,336,0,36,32,382,000005407_000399066_c.png
2020,12,7,1,9,46,577578,0,330,0,36,35,382,000005408_000399133_c.png
2020,12,7,1,9,46,599211,0,339,0,36,36,382,000005409_000399199_c.png
2020,12,7,1,9,46,622144,0,339,0,36,38,382,000005410_000399266_c.png
2020,12,7,1,9,46,651470,0,335,0,36,36,382,000005411_000399333_c.png
2020,12,7,1,9,46,676406,0,326,0,36,36,382,000005412_000399399_c.png
2020,12,7,1,9,46,700028,0,336,0,38,39,381,000005413_000399466_c.png
2020,12,7,1,9,46,720185,0,316,18,218,37,382,000005414_000399533_c.png
2020,12,7,1,9,46,742643,0,320,0,36,40,381,000005415_000399599_c.png
2020,12,7,1,9,46,764819,0,324,3,42,37,382,000005416_000399666_c.png
2020,12,7,1,9,46,787205,0,324,0,38,39,381,000005417_000399733_c.png
2020,12,7,1,9,46,809227,0,320,0,36,38,382,000005418_000399799_c.png
2020,12,7,1,9,46,827698,0,309,17,218,35,382,000005419_000399866_c.png
2020,12,7,1,9,46,849977,0,325,0,36,38,382,000005420_000399933_c.png
2020,12,7,1,9,46,872082,0,326,0,36,38,382,000005421_000399999_c.png
2020,12,7,1,9,46,894073,0,322,0,36,38,382,000005422_000400066_c.png
2020,12,7,1,9,46,916051,0,338,0,36,37,382,000005423_000400133_c.png
2020,12,7,1,9,46,938576,0,336,0,36,40,381,000005424_000400199_c.png
2020,12,7,1,9,46,960665,0,321,0,36,39,382,000005425_000400266_c.png
2020,12,7,1,9,46,982852,0,321,0,38,36,382,000005426_000400333_c.png
2020,12,7,1,9,47,5512,0,318,34,217,34,382,000005427_000400399_c.png
2020,12,7,1,9,47,25873,0,326,17,218,35,382,000005428_000400466_c.png
2020,12,7,1,9,47,48489,0,322,0,40,35,382,000005429_000400533_c.png
2020,12,7,1,9,47,70538,0,318,0,36,34,382,000005430_000400599_c.png
2020,12,7,1,9,47,92806,0,321,0,36,36,381,000005431_000400666_c.png
2020,12,7,1,9,47,115045,0,319,0,36,39,381,000005432_000400733_c.png
2020,12,7,1,9,47,137418,0,330,0,36,32,382,000005433_000400799_c.png
2020,12,7,1,9,47,160068,0,322,0,36,37,382,000005434_000400866_c.png
2020,12,7,1,9,47,182479,0,339,0,36,33,382,000005435_000400933_c.png
2020,12,7,1,9,47,204619,0,318,0,36,39,382,000005436_000400999_c.png
2020,12,7,1,9,47,226602,0,319,0,38,35,382,000005437_000401066_c.png
2020,12,7,1,9,47,248962,0,333,0,36,35,382,000005438_000401133_c.png
2020,12,7,1,9,47,270982,0,322,0,38,40,381,000005439_000401199_c.png
2020,12,7,1,9,47,293281,0,321,0,36,39,382,000005440_000401266_c.png
2020,12,7,1,9,47,316243,0,324,0,36,37,382,000005441_000401333_c.png
2020,12,7,1,9,47,338888,0,323,0,36,35,382,000005442_000401399_c.png
2020,12,7,1,9,47,361919,0,322,0,36,38,382,000005443_000401466_c.png
2020,12,7,1,9,47,393474,0,316,0,36,35,382,000005444_000401533_c.png
2020,12,7,1,9,47,413289,0,336,17,218,39,382,000005445_000401599_c.png
2020,12,7,1,9,47,441332,0,322,0,36,37,382,000005446_000401666_c.png
2020,12,7,1,9,47,465268,0,321,0,36,35,382,000005447_000401733_c.png
2020,12,7,1,9,47,488110,0,337,0,36,35,382,000005448_000401799_c.png
2020,12,7,1,9,47,510813,0,334,0,36,37,382,000005449_000401866_c.png
2020,12,7,1,9,47,533575,0,333,0,36,39,382,000005450_000401933_c.png
2020,12,7,1,9,47,556313,0,323,0,36,38,382,000005451_000401999_c.png
2020,12,7,1,9,47,579172,0,326,0,36,40,381,000005452_000402066_c.png
2020,12,7,1,9,47,602043,0,315,0,36,36,382,000005453_000402133_c.png
2020,12,7,1,9,47,625776,0,316,23,36,37,382,000005454_000402199_c.png
2020,12,7,1,9,47,649899,0,319,0,36,40,381,000005455_000402266_c.png
2020,12,7,1,9,47,672627,0,321,0,36,35,382,000005456_000402333_c.png
2020,12,7,1,9,47,691355,0,334,17,218,34,382,000005457_000402399_c.png
2020,12,7,1,9,47,714129,0,323,0,38,39,382,000005458_000402466_c.png
2020,12,7,1,9,47,736906,0,325,0,36,36,382,000005459_000402533_c.png
2020,12,7,1,9,47,759927,0,310,0,36,33,382,000005460_000402599_c.png
2020,12,7,1,9,47,782647,0,325,0,36,38,382,000005461_000402666_c.png
2020,12,7,1,9,47,805590,0,314,0,36,36,382,000005462_000402733_c.png
2020,12,7,1,9,47,828384,0,330,0,36,32,382,000005463_000402799_c.png
2020,12,7,1,9,47,851437,0,334,23,36,35,382,000005464_000402866_c.png
2020,12,7,1,9,47,874230,0,319,0,36,34,382,000005465_000402933_c.png
2020,12,7,1,9,47,897108,0,324,0,36,39,382,000005466_000402999_c.png
2020,12,7,1,9,47,919569,0,309,0,36,13,381,000005467_000403066_c.png
2020,12,7,1,9,47,942468,0,318,0,36,38,382,000005468_000403133_c.png
2020,12,7,1,9,47,965909,0,317,0,36,38,382,000005469_000403199_c.png
2020,12,7,1,9,47,989154,0,308,0,36,35,382,000005470_000403266_c.png
2020,12,7,1,9,48,12115,0,320,0,36,37,382,000005471_000403333_c.png
2020,12,7,1,9,48,35207,0,329,0,36,36,382,000005472_000403399_c.png
2020,12,7,1,9,48,56036,0,328,18,218,39,382,000005473_000403466_c.png
2020,12,7,1,9,48,78719,0,318,0,38,38,382,000005474_000403533_c.png
2020,12,7,1,9,48,101655,0,321,0,38,39,382,000005475_000403599_c.png
2020,12,7,1,9,48,124547,0,335,0,36,32,382,000005476_000403666_c.png
2020,12,7,1,9,48,145396,0,324,17,218,36,382,000005477_000403733_c.png
2020,12,7,1,9,48,168635,0,326,0,36,35,382,000005478_000403799_c.png
2020,12,7,1,9,48,191197,0,335,0,36,36,382,000005479_000403866_c.png
2020,12,7,1,9,48,209668,0,321,18,218,37,382,000005480_000403933_c.png
2020,12,7,1,9,48,232409,0,323,0,36,34,382,000005481_000403999_c.png
2020,12,7,1,9,48,255434,0,322,0,38,37,382,000005482_000404066_c.png
2020,12,7,1,9,48,278230,0,329,0,36,39,382,000005483_000404199_c.png
2020,12,7,1,9,48,302146,0,324,0,36,38,382,000005484_000404333_c.png
2020,12,7,1,9,48,323336,0,307,18,218,38,382,000005485_000404399_c.png
2020,12,7,1,9,48,346327,0,320,0,36,38,382,000005486_000404466_c.png
2020,12,7,1,9,48,373374,0,322,0,38,36,382,000005487_000404533_c.png
2020,12,7,1,9,48,398662,0,316,0,36,37,382,000005488_000404599_c.png
2020,12,7,1,9,48,422836,0,314,0,36,40,381,000005489_000404666_c.png
2020,12,7,1,9,48,446243,0,322,0,36,38,382,000005490_000404733_c.png
2020,12,7,1,9,48,469162,0,334,0,36,35,382,000005491_000404799_c.png
2020,12,7,1,9,48,492090,0,336,0,36,38,382,000005492_000404866_c.png
2020,12,7,1,9,48,515424,0,326,3,42,37,382,000005493_000404933_c.png
2020,12,7,1,9,48,540782,0,326,0,38,35,382,000005494_000404999_c.png
2020,12,7,1,9,48,563650,0,333,0,36,39,382,000005495_000405066_c.png
2020,12,7,1,9,48,586643,0,327,0,36,38,382,000005496_000405133_c.png
2020,12,7,1,9,48,609716,0,329,0,36,39,381,000005497_000405199_c.png
2020,12,7,1,9,48,635454,0,320,0,36,12,380,000005498_000405266_c.png
2020,12,7,1,9,48,654638,0,321,17,218,38,382,000005499_000405333_c.png
2020,12,7,1,9,48,677717,0,321,0,36,34,382,000005500_000405399_c.png
2020,12,7,1,9,48,700375,0,333,0,36,38,382,000005501_000405466_c.png
2020,12,7,1,9,48,723285,0,322,0,36,38,382,000005502_000405666_c.png
2020,12,7,1,9,48,746145,0,316,0,36,37,382,000005503_000405733_c.png
2020,12,7,1,9,48,769013,0,329,0,38,38,382,000005504_000405799_c.png
2020,12,7,1,9,48,791964,0,321,0,36,38,382,000005505_000405866_c.png
2020,12,7,1,9,48,814902,0,273,0,36,35,382,000005506_000405933_c.png
2020,12,7,1,9,48,838233,0,303,0,36,35,382,000005507_000405999_c.png
2020,12,7,1,9,48,860831,0,328,0,36,40,381,000005508_000406066_c.png
2020,12,7,1,9,48,883694,0,318,0,36,39,382,000005509_000406133_c.png
2020,12,7,1,9,48,906811,0,327,0,38,35,382,000005510_000406199_c.png
2020,12,7,1,9,48,929724,0,331,0,36,36,382,000005511_000406266_c.png
2020,12,7,1,9,48,955012,0,317,0,36,39,382,000005512_000406333_c.png
2020,12,7,1,9,48,977912,0,321,0,36,38,382,000005513_000406399_c.png
2020,12,7,1,9,49,804,0,314,0,38,37,382,000005514_000406466_c.png
2020,12,7,1,9,49,23459,0,317,0,36,39,382,000005515_000406533_c.png
2020,12,7,1,9,49,46297,0,317,0,36,35,382,000005516_000406599_c.png
2020,12,7,1,9,49,69252,0,316,0,38,39,382,000005517_000406733_c.png
2020,12,7,1,9,49,92285,0,326,0,36,34,382,000005518_000406799_c.png
2020,12,7,1,9,49,115410,0,333,0,36,40,381,000005519_000407199_c.png
2020,12,7,1,9,49,138412,0,320,0,36,39,382,000005520_000407266_c.png
2020,12,7,1,9,49,161233,0,337,0,36,35,382,000005521_000407333_c.png
2020,12,7,1,9,49,184221,0,327,0,36,40,381,000005522_000407399_c.png
2020,12,7,1,9,49,207046,0,324,0,38,34,382,000005523_000407466_c.png
2020,12,7,1,9,49,230201,0,333,0,36,37,382,000005524_000407533_c.png
2020,12,7,1,9,49,253111,0,320,0,36,40,381,000005525_000408266_c.png
2020,12,7,1,9,49,277119,0,325,0,38,39,382,000005526_000408333_c.png
2020,12,7,1,9,49,295781,0,318,17,218,39,382,000005527_000408399_c.png
2020,12,7,1,9,49,318599,0,335,0,36,39,382,000005528_000408466_c.png
2020,12,7,1,9,49,341450,0,320,0,38,37,382,000005529_000408533_c.png
2020,12,7,1,9,49,366175,0,317,0,36,39,382,000005530_000408599_c.png
2020,12,7,1,9,49,389288,0,333,18,218,39,382,000005531_000408666_c.png
2020,12,7,1,9,49,411218,0,321,17,218,40,381,000005532_000408733_c.png
2020,12,7,1,9,49,434848,0,321,0,36,37,382,000005533_000408799_c.png
2020,12,7,1,9,49,458474,0,337,0,38,36,382,000005534_000408866_c.png
2020,12,7,1,9,49,481579,0,322,0,36,39,382,000005535_000408933_c.png
2020,12,7,1,9,49,504589,0,317,0,36,39,381,000005536_000408999_c.png
2020,12,7,1,9,49,527578,0,336,0,36,39,382,000005537_000409066_c.png
2020,12,7,1,9,49,550752,0,311,0,36,39,382,000005538_000409133_c.png
2020,12,7,1,9,49,573423,0,321,0,38,38,382,000005539_000409199_c.png
2020,12,7,1,9,49,597437,0,336,0,36,39,382,000005540_000409266_c.png
2020,12,7,1,9,49,621346,0,320,0,39,39,382,000005541_000409333_c.png
2020,12,7,1,9,49,646024,0,335,0,36,39,382,000005542_000409399_c.png
2020,12,7,1,9,49,668809,0,318,0,36,35,382,000005543_000409466_c.png
2020,12,7,1,9,49,691846,0,332,0,36,38,382,000005544_000409533_c.png
2020,12,7,1,9,49,714858,0,329,0,36,38,382,000005545_000409599_c.png
2020,12,7,1,9,49,738021,0,319,0,36,38,382,000005546_000409666_c.png
2020,12,7,1,9,49,760902,0,322,0,38,38,382,000005547_000409733_c.png
2020,12,7,1,9,49,783832,0,325,0,36,40,381,000005548_000409799_c.png
2020,12,7,1,9,49,806523,0,321,0,38,40,381,000005549_000409866_c.png
2020,12,7,1,9,49,827285,0,316,34,217,38,382,000005550_000409933_c.png
2020,12,7,1,9,49,850563,0,335,0,36,38,382,000005551_000409999_c.png
2020,12,7,1,9,49,873420,0,328,0,36,39,382,000005552_000410066_c.png
2020,12,7,1,9,49,896277,0,326,0,36,39,382,000005553_000410133_c.png
2020,12,7,1,9,49,919831,0,326,0,36,39,382,000005554_000410199_c.png
2020,12,7,1,9,49,943292,0,321,0,36,38,382,000005555_000410266_c.png
2020,12,7,1,9,49,966511,0,325,0,36,35,382,000005556_000410333_c.png
2020,12,7,1,9,49,989573,0,314,0,37,39,382,000005557_000410399_c.png
2020,12,7,1,9,50,12315,0,318,0,36,37,382,000005558_000410466_c.png
2020,12,7,1,9,50,35387,0,320,0,36,39,382,000005559_000410533_c.png
2020,12,7,1,9,50,58385,0,309,0,38,35,382,000005560_000410599_c.png
2020,12,7,1,9,50,81225,0,322,0,36,34,382,000005561_000410666_c.png
2020,12,7,1,9,50,103958,0,321,0,36,36,382,000005562_000410733_c.png
2020,12,7,1,9,50,127055,0,326,0,39,38,382,000005563_000410799_c.png
2020,12,7,1,9,50,150201,0,336,0,36,38,382,000005564_000410866_c.png
2020,12,7,1,9,50,173184,0,317,0,36,38,382,000005565_000410933_c.png
2020,12,7,1,9,50,196199,0,314,0,38,37,382,000005566_000410999_c.png
2020,12,7,1,9,50,218980,0,321,0,36,39,382,000005567_000411066_c.png
2020,12,7,1,9,50,243060,0,321,0,36,34,382,000005568_000411133_c.png
2020,12,7,1,9,50,264154,0,338,34,217,39,382,000005569_000411199_c.png
2020,12,7,1,9,50,286965,0,322,0,38,38,382,000005570_000411266_c.png
2020,12,7,1,9,50,309889,0,319,0,38,39,382,000005571_000411333_c.png
2020,12,7,1,9,50,332631,0,338,0,36,36,382,000005572_000411399_c.png
2020,12,7,1,9,50,356190,0,317,0,36,40,381,000005573_000411466_c.png
2020,12,7,1,9,50,382565,0,324,0,38,37,382,000005574_000411533_c.png
2020,12,7,1,9,50,407526,0,326,0,36,40,381,000005575_000411599_c.png
2020,12,7,1,9,50,431725,0,334,0,36,39,382,000005576_000411666_c.png
2020,12,7,1,9,50,450530,0,333,18,218,38,382,000005577_000411733_c.png
2020,12,7,1,9,50,469076,0,325,34,217,39,382,000005578_000411799_c.png
2020,12,7,1,9,50,491877,0,317,0,36,34,382,000005579_000411866_c.png
2020,12,7,1,9,50,515001,0,336,0,36,38,382,000005580_000411933_c.png
2020,12,7,1,9,50,537932,0,324,0,36,38,382,000005581_000411999_c.png
2020,12,7,1,9,50,561157,0,323,0,36,34,382,000005582_000412066_c.png
2020,12,7,1,9,50,587361,0,320,0,38,39,382,000005583_000412133_c.png
2020,12,7,1,9,50,610775,0,321,0,36,39,382,000005584_000412199_c.png
2020,12,7,1,9,50,633777,0,335,0,36,39,382,000005585_000412266_c.png
2020,12,7,1,9,50,657829,0,324,0,36,37,382,000005586_000412333_c.png
2020,12,7,1,9,50,681063,0,320,0,36,39,381,000005587_000412399_c.png
2020,12,7,1,9,50,704286,0,317,0,38,35,382,000005588_000412466_c.png
2020,12,7,1,9,50,727220,0,314,0,38,34,382,000005589_000412533_c.png
2020,12,7,1,9,50,750071,0,333,0,36,36,382,000005590_000412599_c.png
2020,12,7,1,9,50,772989,0,333,0,36,38,382,000005591_000412666_c.png
2020,12,7,1,9,50,796070,0,338,0,36,34,382,000005592_000412733_c.png
2020,12,7,1,9,50,819000,0,327,0,36,36,382,000005593_000412799_c.png
2020,12,7,1,9,50,841644,0,321,0,38,38,382,000005594_000412866_c.png
2020,12,7,1,9,50,864675,0,337,0,36,38,382,000005595_000412933_c.png
2020,12,7,1,9,50,887818,0,325,0,36,37,382,000005596_000412999_c.png
2020,12,7,1,9,50,911682,0,327,0,36,39,382,000005597_000413066_c.png
2020,12,7,1,9,50,934610,0,322,0,36,32,382,000005598_000413133_c.png
2020,12,7,1,9,50,957939,0,321,0,38,31,382,000005599_000413199_c.png
2020,12,7,1,9,50,980707,0,320,0,38,40,381,000005600_000413266_c.png
2020,12,7,1,9,51,3684,0,338,0,36,39,382,000005601_000413333_c.png
2020,12,7,1,9,51,26558,0,322,0,38,39,382,000005602_000413399_c.png
2020,12,7,1,9,51,49095,0,323,0,36,38,382,000005603_000413466_c.png
2020,12,7,1,9,51,69836,0,312,17,218,35,382,000005604_000413533_c.png
2020,12,7,1,9,51,92556,0,318,0,36,36,382,000005605_000413599_c.png
2020,12,7,1,9,51,115492,0,314,0,36,37,382,000005606_000413799_c.png
2020,12,7,1,9,51,138383,0,318,0,36,38,382,000005607_000413866_c.png
2020,12,7,1,9,51,157230,0,323,18,218,38,382,000005608_000413933_c.png
2020,12,7,1,9,51,180326,0,335,0,36,40,381,000005609_000413999_c.png
2020,12,7,1,9,51,203206,0,320,0,36,39,382,000005610_000414066_c.png
2020,12,7,1,9,51,227355,0,328,0,36,38,382,000005611_000414133_c.png
2020,12,7,1,9,51,250359,0,338,0,38,39,382,000005612_000414199_c.png
2020,12,7,1,9,51,273417,0,319,0,36,38,382,000005613_000414266_c.png
2020,12,7,1,9,51,296088,0,320,0,36,38,382,000005614_000414333_c.png
2020,12,7,1,9,51,318811,0,329,0,38,40,381,000005615_000414399_c.png
2020,12,7,1,9,51,341811,0,323,0,36,38,382,000005616_000414466_c.png
2020,12,7,1,9,51,366619,0,325,0,36,38,382,000005617_000414533_c.png
2020,12,7,1,9,51,393798,0,317,0,36,39,382,000005618_000414599_c.png
2020,12,7,1,9,51,417720,0,316,0,36,39,382,000005619_000414666_c.png
2020,12,7,1,9,51,441188,0,319,0,36,39,382,000005620_000414733_c.png
2020,12,7,1,9,51,462406,0,320,18,218,39,382,000005621_000414799_c.png
2020,12,7,1,9,51,485323,0,321,0,36,40,381,000005622_000414866_c.png
2020,12,7,1,9,51,508243,0,318,0,36,38,382,000005623_000414933_c.png
2020,12,7,1,9,51,531320,0,322,0,36,33,382,000005624_000414999_c.png
2020,12,7,1,9,51,554969,0,320,0,36,33,382,000005625_000415066_c.png
2020,12,7,1,9,51,582244,0,325,0,36,34,382,000005626_000415133_c.png
2020,12,7,1,9,51,606140,0,325,0,38,39,382,000005627_000415199_c.png
2020,12,7,1,9,51,629722,0,334,0,36,38,382,000005628_000415266_c.png
2020,12,7,1,9,51,652250,0,320,0,36,39,382,000005629_000415333_c.png
2020,12,7,1,9,51,674336,0,319,0,36,38,382,000005630_000415399_c.png
2020,12,7,1,9,51,696379,0,322,0,36,40,381,000005631_000415466_c.png
2020,12,7,1,9,51,718881,0,320,0,36,37,382,000005632_000415533_c.png
2020,12,7,1,9,51,741068,0,316,0,38,35,382,000005633_000415599_c.png
2020,12,7,1,9,51,763393,0,333,1,41,39,382,000005634_000415666_c.png
2020,12,7,1,9,51,785470,0,319,0,36,38,382,000005635_000415733_c.png
2020,12,7,1,9,51,807686,0,319,0,36,36,382,000005636_000415799_c.png
2020,12,7,1,9,51,829786,0,320,0,36,35,382,000005637_000415866_c.png
2020,12,7,1,9,51,851895,0,328,0,36,39,382,000005638_000415933_c.png
2020,12,7,1,9,51,870618,0,318,18,218,39,382,000005639_000415999_c.png
2020,12,7,1,9,51,893188,0,333,0,36,39,382,000005640_000416066_c.png
2020,12,7,1,9,51,915437,0,335,0,38,38,382,000005641_000416133_c.png
2020,12,7,1,9,51,937670,0,336,0,36,38,382,000005642_000416199_c.png
2020,12,7,1,9,51,959632,0,323,0,36,39,382,000005643_000416266_c.png
2020,12,7,1,9,51,981683,0,318,0,36,39,382,000005644_000416333_c.png
2020,12,7,1,9,52,3593,0,324,0,36,40,381,000005645_000416399_c.png
2020,12,7,1,9,52,21365,0,323,18,218,40,381,000005646_000416533_c.png
2020,12,7,1,9,52,43446,0,320,0,36,38,382,000005647_000416599_c.png
2020,12,7,1,9,52,65519,0,324,0,38,36,382,000005648_000416666_c.png
2020,12,7,1,9,52,90409,0,339,0,36,39,382,000005649_000416733_c.png
2020,12,7,1,9,52,112601,0,333,0,36,37,382,000005650_000416799_c.png
2020,12,7,1,9,52,134606,0,318,0,36,40,381,000005651_000416866_c.png
2020,12,7,1,9,52,156802,0,338,0,36,35,382,000005652_000416933_c.png
2020,12,7,1,9,52,179064,0,319,0,36,38,382,000005653_000416999_c.png
2020,12,7,1,9,52,201901,0,316,0,36,33,382,000005654_000417066_c.png
2020,12,7,1,9,52,222284,0,325,34,217,11,380,000005655_000417133_c.png
2020,12,7,1,9,52,244499,0,335,0,36,38,382,000005656_000417199_c.png
2020,12,7,1,9,52,266440,0,334,0,36,39,382,000005657_000417266_c.png
2020,12,7,1,9,52,288834,0,307,0,38,35,382,000005658_000417333_c.png
2020,12,7,1,9,52,310925,0,319,0,36,34,382,000005659_000417399_c.png
2020,12,7,1,9,52,333120,0,322,0,36,39,382,000005660_000417466_c.png
2020,12,7,1,9,52,355621,0,319,0,36,32,382,000005661_000417533_c.png
2020,12,7,1,9,52,387590,0,334,34,217,21,381,000005662_000417599_c.png
2020,12,7,1,9,52,414436,0,336,0,36,38,382,000005663_000417666_c.png
2020,12,7,1,9,52,437737,0,330,17,218,36,382,000005664_000417933_c.png
2020,12,7,1,9,52,460236,0,335,0,36,36,382,000005665_000418266_c.png
2020,12,7,1,9,52,483005,0,334,0,36,37,382,000005666_000418333_c.png
2020,12,7,1,9,52,505824,0,321,0,36,39,382,000005667_000418399_c.png
2020,12,7,1,9,52,529790,0,323,0,38,38,382,000005668_000418466_c.png
2020,12,7,1,9,52,550824,0,318,18,218,37,382,000005669_000418533_c.png
2020,12,7,1,9,52,573692,0,322,0,36,39,381,000005670_000418599_c.png
2020,12,7,1,9,52,596811,0,335,0,36,39,382,000005671_000418666_c.png
2020,12,7,1,9,52,618138,0,330,17,218,37,382,000005672_000418866_c.png
2020,12,7,1,9,52,642741,0,306,0,36,35,382,000005673_000418933_c.png
2020,12,7,1,9,52,663608,0,322,18,218,35,382,000005674_000418999_c.png
2020,12,7,1,9,52,684402,0,334,33,217,35,382,000005675_000419066_c.png
2020,12,7,1,9,52,707425,0,312,0,36,38,382,000005676_000419133_c.png
2020,12,7,1,9,52,730270,0,324,0,36,39,382,000005677_000419199_c.png
2020,12,7,1,9,52,753233,0,324,0,36,39,382,000005678_000419266_c.png
2020,12,7,1,9,52,776165,0,334,0,38,36,382,000005679_000419333_c.png
2020,12,7,1,9,52,799159,0,333,0,36,39,382,000005680_000419399_c.png
2020,12,7,1,9,52,821834,0,325,0,36,39,382,000005681_000419466_c.png
2020,12,7,1,9,52,845402,0,327,0,36,32,382,000005682_000419533_c.png
2020,12,7,1,9,52,868956,0,322,0,36,39,382,000005683_000419599_c.png
2020,12,7,1,9,52,891800,0,328,0,36,39,382,000005684_000419666_c.png
2020,12,7,1,9,52,914731,0,327,0,36,39,382,000005685_000419733_c.png
2020,12,7,1,9,52,937521,0,321,0,38,38,382,000005686_000419799_c.png
2020,12,7,1,9,52,960432,0,319,0,38,39,382,000005687_000419866_c.png
2020,12,7,1,9,52,983359,0,319,0,36,35,382,000005688_000419933_c.png
2020,12,7,1,9,53,6829,0,327,0,36,39,382,000005689_000419999_c.png
2020,12,7,1,9,53,29738,0,325,0,36,35,382,000005690_000420066_c.png
2020,12,7,1,9,53,52813,0,337,0,36,39,382,000005691_000420133_c.png
2020,12,7,1,9,53,73915,0,324,17,218,35,382,000005692_000420199_c.png
2020,12,7,1,9,53,96960,0,315,0,36,36,382,000005693_000420266_c.png
2020,12,7,1,9,53,119846,0,315,0,36,37,382,000005694_000420399_c.png
2020,12,7,1,9,53,142705,0,322,0,36,32,382,000005695_000420466_c.png
2020,12,7,1,9,53,166697,0,319,0,36,36,382,000005696_000420533_c.png
2020,12,7,1,9,53,189897,0,336,0,36,39,382,000005697_000420599_c.png
2020,12,7,1,9,53,211032,0,315,18,218,36,382,000005698_000420666_c.png
2020,12,7,1,9,53,233794,0,335,0,36,39,382,000005699_000420733_c.png
2020,12,7,1,9,53,256948,0,317,0,36,35,382,000005700_000420799_c.png
2020,12,7,1,9,53,280489,0,332,0,36,38,382,000005701_000420866_c.png
2020,12,7,1,9,53,303230,0,323,0,36,38,382,000005702_000420933_c.png
2020,12,7,1,9,53,326411,0,334,0,36,37,382,000005703_000420999_c.png
2020,12,7,1,9,53,347228,0,321,18,218,39,382,000005704_000421066_c.png
2020,12,7,1,9,53,376125,0,327,0,36,39,382,000005705_000421133_c.png
2020,12,7,1,9,53,403017,0,325,0,36,38,382,000005706_000421199_c.png
2020,12,7,1,9,53,426827,0,318,0,38,38,382,000005707_000421266_c.png
2020,12,7,1,9,53,450403,0,334,0,36,40,381,000005708_000421333_c.png
2020,12,7,1,9,53,473206,0,320,0,36,36,382,000005709_000421399_c.png
2020,12,7,1,9,53,496973,0,325,0,36,39,382,000005710_000421466_c.png
2020,12,7,1,9,53,519952,0,312,0,36,40,381,000005711_000421533_c.png
2020,12,7,1,9,53,543079,0,326,0,36,39,382,000005712_000421599_c.png
2020,12,7,1,9,53,565990,0,316,0,38,37,382,000005713_000421666_c.png
2020,12,7,1,9,53,589162,0,325,0,38,37,382,000005714_000421733_c.png
2020,12,7,1,9,53,612698,0,319,0,36,40,381,000005715_000421799_c.png
