YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,MICROSECOND,body_x,body_y,tail_x,tail_y,head_x,head_y
2020,11,20,22,42,41,543491,205,366,250,363,169,369
2020,11,20,22,42,41,574327,185,366,219,365,153,373
2020,11,20,22,42,41,604361,177,363,148,384,198,359
2020,11,20,22,42,41,645176,173,360,147,385,192,352
2020,11,20,22,42,41,676812,167,363,194,331,146,385
2020,11,20,22,42,41,706367,167,363,194,331,146,385
2020,11,20,22,42,41,729350,161,366,181,336,147,386
2020,11,20,22,42,41,769380,159,367,184,335,173,386
2020,11,20,22,42,41,802130,162,365,183,334,177,385
2020,11,20,22,42,41,833227,164,362,183,334,190,373
2020,11,20,22,42,41,873632,168,361,176,332,211,366
2020,11,20,22,42,41,903960,168,361,176,332,211,366
2020,11,20,22,42,41,934776,197,365,235,366,172,356
2020,11,20,22,42,41,965396,223,364,176,355,264,368
2020,11,20,22,42,42,6235,254,366,210,363,292,367
2020,11,20,22,42,42,36673,282,365,325,366,245,369
2020,11,20,22,42,42,67634,369,358,324,363,400,338
2020,11,20,22,42,42,97645,369,358,324,363,400,338
2020,11,20,22,42,42,138293,408,337,366,358,430,314
2020,11,20,22,42,42,169156,413,310,430,332,401,323
2020,11,20,22,42,42,202365,420,324,395,329,430,347
2020,11,20,22,42,42,241236,420,330,396,315,428,356
2020,11,20,22,42,42,270241,418,334,384,320,428,364
2020,11,20,22,42,42,308077,418,334,380,323,428,364
2020,11,20,22,42,42,331363,418,337,380,324,429,366
2020,11,20,22,42,42,372038,421,345,384,323,428,367
2020,11,20,22,42,42,402756,417,357,388,366,423,332
2020,11,20,22,42,42,433325,404,364,367,361,424,355
2020,11,20,22,42,42,474055,376,364,339,355,400,370
2020,11,20,22,42,42,504266,376,364,339,355,400,370
2020,11,20,22,42,42,534983,328,358,303,341,354,363
2020,11,20,22,42,42,571894,317,355,289,321,348,357
2020,11,20,22,42,42,612093,288,320,319,353,269,289
2020,11,20,22,42,42,643060,281,310,258,271,303,340
2020,11,20,22,42,42,673033,264,284,283,316,247,252
2020,11,20,22,42,42,703281,264,284,283,317,247,252
2020,11,20,22,42,42,743019,260,278,280,314,243,241
2020,11,20,22,42,42,765976,251,264,272,303,242,235
2020,11,20,22,42,42,796827,251,265,272,304,250,235
2020,11,20,22,42,42,837636,251,264,276,309,259,235
2020,11,20,22,42,42,868179,251,264,273,306,265,235
2020,11,20,22,42,42,901225,251,264,271,303,265,235
2020,11,20,22,42,42,931865,253,260,261,294,275,233
2020,11,20,22,42,42,976131,256,257,258,294,282,232
2020,11,20,22,42,43,624,259,251,254,293,290,230
2020,11,20,22,42,43,33412,262,249,253,294,292,229
2020,11,20,22,42,43,64544,261,252,251,293,289,228
2020,11,20,22,42,43,104824,261,252,251,293,289,228
2020,11,20,22,42,43,135395,262,252,250,293,284,229
2020,11,20,22,42,43,166270,257,246,251,279,237,222
2020,11,20,22,42,43,198186,247,236,254,284,227,214
2020,11,20,22,42,43,238312,237,225,267,250,213,202
2020,11,20,22,42,43,267788,235,222,268,252,208,196
2020,11,20,22,42,43,298145,235,222,268,252,208,196
2020,11,20,22,42,43,331430,221,210,260,239,203,184
2020,11,20,22,42,43,372134,217,207,258,237,207,180
2020,11,20,22,42,43,402808,217,203,247,230,218,176
2020,11,20,22,42,43,432955,216,201,241,230,229,177
2020,11,20,22,42,43,474110,215,198,241,182,217,223
2020,11,20,22,42,43,504123,215,198,241,182,217,223
2020,11,20,22,42,43,535246,216,197,224,235,246,183
2020,11,20,22,42,43,566099,347,121,332,160,338,87
2020,11,20,22,42,43,605978,340,90,294,78,360,100
2020,11,20,22,42,43,637234,252,69,211,66,293,68
2020,11,20,22,42,43,667494,184,70,239,55,151,88
2020,11,20,22,42,43,697797,184,70,239,55,151,88
2020,11,20,22,42,43,738591,160,79,200,63,133,104
2020,11,20,22,42,43,769376,130,112,125,149,143,85
2020,11,20,22,42,43,807149,134,182,113,127,144,213
2020,11,20,22,42,43,846460,241,240,203,235,257,266
2020,11,20,22,42,43,876425,240,241,200,233,255,269
2020,11,20,22,42,43,906844,241,241,200,233,255,269
2020,11,20,22,42,43,938596,243,246,255,284,218,234
2020,11,20,22,42,43,973599,248,267,260,300,230,243
2020,11,20,22,42,44,3612,257,298,282,340,247,274
2020,11,20,22,42,44,33725,277,333,258,301,296,350
2020,11,20,22,42,44,63938,331,359,357,348,305,355
2020,11,20,22,42,44,104782,331,359,357,348,305,355
2020,11,20,22,42,44,135992,370,338,384,311,343,351
2020,11,20,22,42,44,166225,385,316,365,336,392,290
2020,11,20,22,42,44,205276,392,286,382,246,385,319
2020,11,20,22,42,44,244992,389,261,391,298,374,230
2020,11,20,22,42,44,265980,379,237,349,200,396,255
2020,11,20,22,42,44,296158,379,237,349,200,396,255
2020,11,20,22,42,44,336791,364,217,341,191,383,237
2020,11,20,22,42,44,367506,353,201,323,170,374,223
2020,11,20,22,42,44,397905,340,189,368,217,317,165
2020,11,20,22,42,44,428782,336,185,367,217,316,163
2020,11,20,22,42,44,469354,335,184,312,161,356,202
2020,11,20,22,42,44,500167,335,184,312,161,356,202
2020,11,20,22,42,44,533059,324,169,353,198,301,143
2020,11,20,22,42,44,573892,315,156,337,187,295,133
2020,11,20,22,42,44,610744,308,148,330,184,291,122
2020,11,20,22,42,44,641213,305,143,330,182,292,123
2020,11,20,22,42,44,671192,306,147,332,188,296,128
2020,11,20,22,42,44,711789,306,147,332,188,296,128
2020,11,20,22,42,44,742754,307,148,332,186,296,130
2020,11,20,22,42,44,772209,306,148,332,187,300,128
2020,11,20,22,42,44,796083,307,148,332,187,305,126
2020,11,20,22,42,44,836438,308,147,333,189,309,124
2020,11,20,22,42,44,866658,309,147,333,190,319,121
2020,11,20,22,42,44,897169,309,147,333,190,319,121
2020,11,20,22,42,44,941378,316,132,325,182,326,106
2020,11,20,22,42,44,976968,320,124,318,170,327,99
2020,11,20,22,42,45,6971,323,116,309,167,332,83
2020,11,20,22,42,45,29626,326,108,308,154,332,76
2020,11,20,22,42,45,70173,332,92,312,132,322,66
2020,11,20,22,42,45,104378,332,92,312,132,322,66
2020,11,20,22,42,45,141528,332,90,326,123,315,64
2020,11,20,22,42,45,165186,327,74,327,124,299,68
2020,11,20,22,42,45,206135,325,69,338,106,296,71
2020,11,20,22,42,45,244230,324,65,301,81,349,66
2020,11,20,22,42,45,274880,324,64,354,61,300,80
2020,11,20,22,42,45,303999,323,65,354,61,300,80
2020,11,20,22,42,45,344994,324,65,362,63,297,75
2020,11,20,22,42,45,375629,325,66,359,65,296,75
2020,11,20,22,42,45,405757,325,66,360,67,296,72
2020,11,20,22,42,45,447299,325,65,363,71,296,71
2020,11,20,22,42,45,477682,325,65,363,71,294,71
2020,11,20,22,42,45,508272,325,65,363,71,294,71
2020,11,20,22,42,45,538414,325,66,363,71,294,73
2020,11,20,22,42,45,579300,324,67,363,72,294,73
2020,11,20,22,42,45,609195,324,66,363,72,294,73
2020,11,20,22,42,45,639808,325,66,363,71,293,72
2020,11,20,22,42,45,671029,325,66,363,71,292,69
2020,11,20,22,42,45,711224,325,66,363,71,292,69
2020,11,20,22,42,45,741857,304,62,346,65,269,64
2020,11,20,22,42,45,771847,286,64,337,63,260,65
2020,11,20,22,42,45,804301,277,66,332,66,241,65
2020,11,20,22,42,45,838026,269,66,318,60,240,64
2020,11,20,22,42,45,868514,265,65,314,61,242,61
2020,11,20,22,42,45,898364,265,65,313,61,242,61
2020,11,20,22,42,45,939306,268,67,313,63,243,62
2020,11,20,22,42,45,969974,269,69,317,64,246,61
2020,11,20,22,42,45,999950,269,70,320,66,247,62
2020,11,20,22,42,46,30642,268,71,319,67,247,61
2020,11,20,22,42,46,71254,268,70,322,67,245,63
2020,11,20,22,42,46,102119,268,70,322,67,245,63
2020,11,20,22,42,46,132829,267,69,318,69,232,64
2020,11,20,22,42,46,182146,262,67,307,70,222,64
2020,11,20,22,42,46,203267,227,67,272,65,193,64
2020,11,20,22,42,46,232141,205,65,255,67,177,62
2020,11,20,22,42,46,268862,201,66,236,66,168,64
2020,11,20,22,42,46,312274,201,66,237,66,168,64
2020,11,20,22,42,46,340784,187,68,235,72,149,66
2020,11,20,22,42,46,363688,175,67,224,74,140,63
2020,11,20,22,42,46,404836,153,66,203,74,124,61
2020,11,20,22,42,46,435466,150,67,183,75,117,63
2020,11,20,22,42,46,474856,144,67,193,79,116,61
2020,11,20,22,42,46,496262,144,67,193,79,116,61
2020,11,20,22,42,46,536637,145,67,193,75,116,62
2020,11,20,22,42,46,567503,144,66,190,73,117,75
2020,11,20,22,42,46,606983,138,68,178,71,120,97
2020,11,20,22,42,46,631323,124,86,161,75,121,116
2020,11,20,22,42,46,670356,122,89,126,122,130,70
2020,11,20,22,42,46,699532,122,89,126,122,130,70
2020,11,20,22,42,46,730300,123,107,137,69,144,132
2020,11,20,22,42,46,773715,125,112,136,69,148,130
2020,11,20,22,42,46,811051,126,112,128,74,150,131
2020,11,20,22,42,46,831697,127,113,128,74,154,131
2020,11,20,22,42,46,862440,128,113,156,131,121,102
2020,11,20,22,42,46,902713,128,113,156,131,121,102
2020,11,20,22,42,46,942139,129,115,161,130,121,106
2020,11,20,22,42,46,970305,130,116,165,128,120,107
2020,11,20,22,42,46,996753,133,119,168,126,123,109
2020,11,20,22,42,47,35433,138,121,166,125,125,113
2020,11,20,22,42,47,65849,136,119,161,126,125,110
2020,11,20,22,42,47,105203,136,119,161,126,125,110
2020,11,20,22,42,47,145725,134,119,159,122,122,115
2020,11,20,22,42,47,168239,132,119,126,74,154,130
2020,11,20,22,42,47,200649,131,119,125,75,154,130
2020,11,20,22,42,47,230832,130,120,124,77,154,130
2020,11,20,22,42,47,269940,130,121,154,130,119,110
2020,11,20,22,42,47,300887,129,120,154,130,119,110
2020,11,20,22,42,47,333565,131,120,122,83,154,130
2020,11,20,22,42,47,364332,129,121,121,88,154,130
2020,11,20,22,42,47,404891,130,125,148,107,120,130
2020,11,20,22,42,47,435599,131,124,154,107,119,127
2020,11,20,22,42,47,466449,130,124,156,106,120,128
2020,11,20,22,42,47,506658,130,124,157,107,120,128
2020,11,20,22,42,47,537450,130,123,161,107,118,123
2020,11,20,22,42,47,568023,130,122,160,115,118,121
2020,11,20,22,42,47,604605,129,121,155,122,116,118
2020,11,20,22,42,47,645618,128,121,119,82,152,126
2020,11,20,22,42,47,675674,128,119,148,134,117,110
2020,11,20,22,42,47,705513,128,119,149,133,117,110
2020,11,20,22,42,47,736353,131,121,149,137,117,110
2020,11,20,22,42,47,777494,130,124,119,89,152,105
2020,11,20,22,42,47,808090,130,124,119,89,150,103
2020,11,20,22,42,47,840492,131,123,119,89,153,118
2020,11,20,22,42,47,879479,131,124,119,89,153,118
2020,11,20,22,42,47,909803,131,124,119,89,152,117
2020,11,20,22,42,47,941121,131,106,118,127,158,98
2020,11,20,22,42,47,970818,131,106,162,99,117,119
2020,11,20,22,42,48,11540,131,103,161,106,121,125
2020,11,20,22,42,48,41942,130,103,158,102,120,125
2020,11,20,22,42,48,73470,131,103,157,108,120,125
2020,11,20,22,42,48,103448,131,103,157,108,120,125
2020,11,20,22,42,48,144517,132,103,160,113,120,124
2020,11,20,22,42,48,168584,133,104,159,116,120,124
2020,11,20,22,42,48,198327,133,104,159,116,120,124
2020,11,20,22,42,48,237988,137,104,159,128,120,122
2020,11,20,22,42,48,267215,137,106,163,130,120,122
2020,11,20,22,42,48,307291,137,106,163,130,120,122
2020,11,20,22,42,48,338403,138,108,169,136,120,121
2020,11,20,22,42,48,377244,149,115,176,144,121,117
2020,11,20,22,42,48,407692,150,117,175,145,122,119
2020,11,20,22,42,48,438703,151,119,122,120,174,144
2020,11,20,22,42,48,479165,152,120,122,118,174,145
2020,11,20,22,42,48,509533,152,120,122,118,174,145
2020,11,20,22,42,48,540280,156,121,123,116,176,145
2020,11,20,22,42,48,571097,155,120,124,115,176,143
2020,11,20,22,42,48,611531,154,119,124,115,167,143
2020,11,20,22,42,48,641965,158,127,148,111,156,145
2020,11,20,22,42,48,672812,155,122,148,147,147,109
2020,11,20,22,42,48,703101,154,120,148,147,147,109
2020,11,20,22,42,48,744173,154,120,147,149,154,110
2020,11,20,22,42,48,774903,155,124,144,158,146,110
2020,11,20,22,42,48,805163,153,129,141,169,168,123
2020,11,20,22,42,48,848176,141,158,125,192,143,123
2020,11,20,22,42,48,878317,133,172,147,132,123,207
2020,11,20,22,42,48,906869,133,172,147,132,123,207
2020,11,20,22,42,48,938102,130,179,147,132,125,216
2020,11,20,22,42,48,978500,127,201,139,150,126,242
2020,11,20,22,42,49,9190,125,218,138,162,125,257
2020,11,20,22,42,49,39825,133,334,130,285,124,369
2020,11,20,22,42,49,80667,135,335,127,284,121,374
2020,11,20,22,42,49,110129,135,335,127,284,121,374
2020,11,20,22,42,49,142861,133,340,129,289,122,375
2020,11,20,22,42,49,172876,134,340,129,288,120,372
2020,11,20,22,42,49,205488,134,340,133,289,110,370
2020,11,20,22,42,49,235707,133,341,136,291,107,372
2020,11,20,22,42,49,264449,132,343,136,291,102,368
2020,11,20,22,42,49,305545,132,343,136,291,102,368
2020,11,20,22,42,49,336810,115,358,137,291,100,364
2020,11,20,22,42,49,367033,114,356,137,290,100,363
2020,11,20,22,42,49,397711,112,356,138,292,100,360
2020,11,20,22,42,49,428344,124,348,138,294,102,352
2020,11,20,22,42,49,468859,130,338,138,292,98,345
2020,11,20,22,42,49,499451,130,338,138,292,98,345
2020,11,20,22,42,49,530305,130,338,138,293,97,348
2020,11,20,22,42,49,573907,129,339,138,295,97,359
2020,11,20,22,42,49,610035,130,339,138,295,98,366
2020,11,20,22,42,49,641518,130,342,103,376,142,306
2020,11,20,22,42,49,671697,131,341,144,303,109,379
2020,11,20,22,42,49,712287,130,342,144,303,108,378
2020,11,20,22,42,49,742642,129,348,144,304,119,378
2020,11,20,22,42,49,772844,129,350,142,303,120,373
2020,11,20,22,42,49,803324,144,365,123,336,175,347
2020,11,20,22,42,49,844309,150,366,168,345,145,375
2020,11,20,22,42,49,866111,143,341,142,301,140,361
2020,11,20,22,42,49,897201,143,341,142,301,140,361
2020,11,20,22,42,49,937905,139,314,135,351,136,278
2020,11,20,22,42,49,971482,133,253,134,306,133,224
2020,11,20,22,42,50,1535,131,193,130,230,146,165
2020,11,20,22,42,50,32449,129,188,118,232,140,159
2020,11,20,22,42,50,72978,135,119,116,154,138,80
2020,11,20,22,42,50,103398,135,119,116,154,138,80
2020,11,20,22,42,50,134076,128,45,143,100,136,31
2020,11,20,22,42,50,171930,131,65,137,106,162,56
2020,11,20,22,42,50,196246,134,67,168,57,124,88
2020,11,20,22,42,50,237632,147,65,118,99,166,46
2020,11,20,22,42,50,277508,151,67,118,101,164,43
2020,11,20,22,42,50,307141,151,67,118,101,164,43
2020,11,20,22,42,50,337591,159,49,122,95,161,38
2020,11,20,22,42,50,372527,157,64,122,94,167,42
2020,11,20,22,42,50,402987,157,60,122,95,144,36
2020,11,20,22,42,50,440759,156,62,122,94,141,33
2020,11,20,22,42,50,464050,154,53,123,93,141,32
2020,11,20,22,42,50,502266,154,53,123,93,141,32
2020,11,20,22,42,50,536012,156,60,123,94,141,30
2020,11,20,22,42,50,570242,155,63,141,34,162,77
2020,11,20,22,42,50,603588,250,79,272,98,242,71
2020,11,20,22,42,50,634721,251,77,204,62,274,93
2020,11,20,22,42,50,665228,252,77,204,62,279,87
2020,11,20,22,42,50,705158,252,77,204,62,279,87
2020,11,20,22,42,50,745836,273,78,310,83,250,84
2020,11,20,22,42,50,775964,303,78,246,63,333,83
2020,11,20,22,42,50,806130,355,80,302,79,391,83
2020,11,20,22,42,50,836999,381,83,418,82,354,83
2020,11,20,22,42,50,870368,415,84,363,78,444,64
2020,11,20,22,42,50,899075,415,84,363,78,444,64
2020,11,20,22,42,50,939316,416,85,363,77,447,60
2020,11,20,22,42,50,976746,415,84,363,81,439,63
2020,11,20,22,42,51,1946,416,82,362,81,434,63
2020,11,20,22,42,51,31894,417,81,362,79,431,63
2020,11,20,22,42,51,63742,417,81,365,83,430,59
2020,11,20,22,42,51,102737,416,82,365,83,429,59
2020,11,20,22,42,51,133762,416,81,367,87,433,53
2020,11,20,22,42,51,173134,417,79,367,91,436,50
2020,11,20,22,42,51,196675,417,78,368,93,435,52
2020,11,20,22,42,51,236053,412,74,436,55,395,86
2020,11,20,22,42,51,268370,409,73,437,58,391,84
2020,11,20,22,42,51,298763,409,73,437,58,391,84
2020,11,20,22,42,51,339677,409,72,353,92,440,66
2020,11,20,22,42,51,371571,408,72,371,85,442,65
2020,11,20,22,42,51,400927,410,70,451,57,371,77
2020,11,20,22,42,51,431640,417,65,372,74,453,53
2020,11,20,22,42,51,472262,417,66,373,74,457,47
2020,11,20,22,42,51,502496,417,66,373,74,457,47
2020,11,20,22,42,51,533314,421,66,368,78,459,48
2020,11,20,22,42,51,574263,427,65,375,72,463,49
2020,11,20,22,42,51,604428,426,65,375,72,463,50
2020,11,20,22,42,51,635198,446,57,375,72,464,50
2020,11,20,22,42,51,665729,434,62,375,72,464,51
2020,11,20,22,42,51,705964,435,62,376,71,464,51
2020,11,20,22,42,51,736799,445,58,376,71,462,52
2020,11,20,22,42,51,767325,428,64,376,71,462,53
2020,11,20,22,42,51,797697,423,65,376,71,459,55
2020,11,20,22,42,51,838654,430,64,373,73,448,77
2020,11,20,22,42,51,869130,425,63,376,72,444,82
2020,11,20,22,42,51,906252,425,63,375,73,444,82
2020,11,20,22,42,51,946620,427,74,385,68,419,106
2020,11,20,22,42,51,976943,425,75,384,66,417,109
2020,11,20,22,42,52,7512,426,78,395,57,416,110
2020,11,20,22,42,52,37506,426,78,416,111,429,68
2020,11,20,22,42,52,78000,426,81,405,111,431,71
2020,11,20,22,42,52,101727,426,81,405,111,432,72
2020,11,20,22,42,52,130887,418,90,394,119,421,73
2020,11,20,22,42,52,164844,417,95,398,123,422,88
2020,11,20,22,42,52,205467,409,155,411,196,416,119
2020,11,20,22,42,52,238065,411,185,410,139,409,226
2020,11,20,22,42,52,268372,412,241,410,286,407,200
2020,11,20,22,42,52,298146,412,241,410,286,407,200
2020,11,20,22,42,52,338409,203,132,202,92,208,161
2020,11,20,22,42,52,374951,243,214,225,168,251,249
2020,11,20,22,42,52,406021,128,316,137,348,123,281
2020,11,20,22,42,52,445775,408,359,385,339,419,364
2020,11,20,22,42,52,475785,409,360,408,334,411,369
2020,11,20,22,42,52,506545,408,359,410,334,408,369
2020,11,20,22,42,52,531710,422,347,418,314,424,357
2020,11,20,22,42,52,580893,417,284,403,247,424,306
2020,11,20,22,42,52,602987,419,138,407,96,422,158
2020,11,20,22,42,52,632921,400,74,351,65,420,95
2020,11,20,22,42,52,663160,310,69,364,51,275,81
2020,11,20,22,42,52,705064,310,69,364,51,275,81
2020,11,20,22,42,52,735323,233,89,276,72,199,107
2020,11,20,22,42,52,765658,176,122,211,92,171,161
2020,11,20,22,42,52,806444,164,167,174,202,158,151
2020,11,20,22,42,52,835925,172,195,158,159,180,231
2020,11,20,22,42,52,865341,178,222,168,185,188,247
2020,11,20,22,42,52,899879,178,222,168,191,188,247
2020,11,20,22,42,52,936941,177,225,172,174,190,250
2020,11,20,22,42,52,967272,177,225,170,175,199,241
2020,11,20,22,42,52,997578,177,225,171,174,201,243
2020,11,20,22,42,53,37216,177,225,170,175,201,241
2020,11,20,22,42,53,71640,177,224,170,175,201,242
2020,11,20,22,42,53,100820,177,224,170,175,201,242
2020,11,20,22,42,53,129951,177,224,170,175,199,246
2020,11,20,22,42,53,170788,176,224,170,175,193,248
2020,11,20,22,42,53,202651,174,223,169,176,182,250
2020,11,20,22,42,53,238904,174,223,171,174,165,254
2020,11,20,22,42,53,270697,148,248,165,218,135,278
2020,11,20,22,42,53,311355,148,248,165,218,135,278
2020,11,20,22,42,53,342434,130,291,156,235,128,311
2020,11,20,22,42,53,372766,140,347,168,368,133,322
2020,11,20,22,42,53,415628,157,367,124,339,186,356
2020,11,20,22,42,53,445006,206,363,176,371,236,357
2020,11,20,22,42,53,474778,289,368,244,368,329,363
2020,11,20,22,42,53,504345,289,368,244,368,329,363
2020,11,20,22,42,53,539548,369,358,317,367,405,352
2020,11,20,22,42,53,567939,410,355,369,348,432,367
2020,11,20,22,42,53,597981,415,354,364,344,430,368
2020,11,20,22,42,53,627925,413,353,364,344,430,366
2020,11,20,22,42,53,669428,414,352,372,341,432,366
2020,11,20,22,42,53,699800,414,352,372,341,431,368
2020,11,20,22,42,53,730833,420,347,399,326,429,367
2020,11,20,22,42,53,772451,417,345,380,328,428,367
2020,11,20,22,42,53,802562,417,345,380,327,428,367
2020,11,20,22,42,53,833310,417,345,381,327,428,367
2020,11,20,22,42,53,863874,418,345,381,327,429,367
2020,11,20,22,42,53,903464,418,345,381,327,429,367
2020,11,20,22,42,53,936132,418,345,381,327,428,367
2020,11,20,22,42,53,964654,418,345,381,327,429,367
2020,11,20,22,42,53,995458,418,345,381,327,429,366
2020,11,20,22,42,54,44718,418,343,381,327,428,366
2020,11,20,22,42,54,74998,424,349,389,319,406,365
2020,11,20,22,42,54,105574,424,349,389,319,406,365
2020,11,20,22,42,54,147511,423,344,406,364,415,322
2020,11,20,22,42,54,177289,423,344,406,364,415,322
2020,11,20,22,42,54,202008,423,344,406,364,415,322
2020,11,20,22,42,54,229658,423,346,416,321,422,365
2020,11,20,22,42,54,270278,423,346,392,316,424,365
2020,11,20,22,42,54,300225,423,345,392,316,424,365
2020,11,20,22,42,54,331210,422,342,393,316,424,362
2020,11,20,22,42,54,361699,423,343,417,317,426,361
2020,11,20,22,42,54,402165,423,341,429,365,417,318
2020,11,20,22,42,54,433379,422,339,386,320,429,365
2020,11,20,22,42,54,463768,423,341,392,316,428,367
2020,11,20,22,42,54,505871,423,341,392,316,429,367
2020,11,20,22,42,54,537094,422,340,392,316,430,367
2020,11,20,22,42,54,573497,422,340,392,316,428,368
2020,11,20,22,42,54,604299,422,340,392,316,428,368
2020,11,20,22,42,54,645196,422,341,393,315,428,368
2020,11,20,22,42,54,676585,422,343,393,314,428,368
2020,11,20,22,42,54,706468,422,343,393,314,428,368
2020,11,20,22,42,54,737292,422,343,390,314,428,368
2020,11,20,22,42,54,777915,422,343,390,314,427,368
2020,11,20,22,42,54,807993,421,341,391,314,428,366
2020,11,20,22,42,54,839061,421,341,391,314,428,366
2020,11,20,22,42,54,879159,421,341,390,314,428,366
2020,11,20,22,42,54,909266,421,341,390,314,428,366
2020,11,20,22,42,54,937297,421,341,390,314,428,365
